location_name,datetime_local,date,temp_meteostat_hourly,humidity_meteostat_hourly,precipitation_meteostat_hourly,wind_speed_meteostat_hourly,pressure_meteostat_hourly,cloud_cover_meteostat_hourly
Dubai Motor City,2024-07-25 21:00:00,2024-07-25,38.7,35,0.0,12.8,992.3,1
Dubai Motor City,2024-07-25 22:00:00,2024-07-25,37.4,43,0.0,11.7,992.9,1
Dubai Motor City,2024-07-25 23:00:00,2024-07-25,37.0,46,0.0,8.8,993.0,0
Dubai Motor City,2024-07-26 00:00:00,2024-07-26,36.0,54,0.0,7.2,992.3,0
Dubai Motor City,2024-07-26 01:00:00,2024-07-26,35.7,57,0.0,9.3,992.4,0
Dubai Motor City,2024-07-26 02:00:00,2024-07-26,35.0,56,0.0,11.1,992.0,0
Dubai Motor City,2024-07-26 03:00:00,2024-07-26,34.7,52,0.0,9.8,992.3,0
Dubai Motor City,2024-07-26 04:00:00,2024-07-26,32.9,66,0.0,11.1,992.5,0
Dubai Motor City,2024-07-26 05:00:00,2024-07-26,32.0,66,0.0,13.3,992.3,1
Dubai Motor City,2024-07-26 06:00:00,2024-07-26,32.0,66,0.0,12.5,993.0,0
Dubai Motor City,2024-07-26 07:00:00,2024-07-26,32.5,58,0.0,13.0,993.9,2
Dubai Motor City,2024-07-26 08:00:00,2024-07-26,34.0,52,0.0,12.2,994.3,0
Dubai Motor City,2024-07-26 09:00:00,2024-07-26,35.3,56,0.0,9.8,994.3,0
Dubai Motor City,2024-07-26 10:00:00,2024-07-26,37.5,53,0.0,11.7,994.9,0
Dubai Motor City,2024-07-26 11:00:00,2024-07-26,39.0,42,0.0,15.4,995.0,0
Dubai Motor City,2024-07-26 12:00:00,2024-07-26,40.0,38,0.0,16.7,994.3,0
Dubai Motor City,2024-07-26 13:00:00,2024-07-26,40.6,32,0.0,16.1,994.5,0
Dubai Motor City,2024-07-26 14:00:00,2024-07-26,42.0,23,0.0,21.4,994.0,0
Dubai Motor City,2024-07-26 15:00:00,2024-07-26,42.0,20,0.0,22.7,994.0,0
Dubai Motor City,2024-07-26 16:00:00,2024-07-26,41.8,24,0.0,22.2,993.9,0
Dubai Motor City,2024-07-26 17:00:00,2024-07-26,41.0,28,0.0,20.3,993.3,1
Dubai Motor City,2024-07-26 18:00:00,2024-07-26,41.0,25,0.0,18.0,994.0,1
Dubai Motor City,2024-07-26 19:00:00,2024-07-26,40.0,26,0.0,14.9,994.3,1
Dubai Motor City,2024-07-26 20:00:00,2024-07-26,39.7,29,0.0,5.8,995.0,0
Dubai Motor City,2024-07-26 21:00:00,2024-07-26,39.0,33,0.0,6.3,995.3,0
Dubai Motor City,2024-07-26 22:00:00,2024-07-26,38.7,31,0.0,6.2,995.3,0
Dubai Motor City,2024-07-26 23:00:00,2024-07-26,37.0,36,0.0,7.4,995.3,0
Dubai Motor City,2024-07-27 00:00:00,2024-07-27,36.2,36,0.0,7.2,995.0,0
Dubai Motor City,2024-07-27 01:00:00,2024-07-27,35.6,38,0.0,5.6,995.1,0
Dubai Motor City,2024-07-27 02:00:00,2024-07-27,35.0,43,0.0,8.8,995.0,0
Dubai Motor City,2024-07-27 03:00:00,2024-07-27,34.2,42,0.0,7.4,994.3,0
Dubai Motor City,2024-07-27 04:00:00,2024-07-27,33.8,43,0.0,10.6,994.9,0
Dubai Motor City,2024-07-27 05:00:00,2024-07-27,33.7,40,0.0,12.5,995.3,1
Dubai Motor City,2024-07-27 06:00:00,2024-07-27,33.7,39,0.0,10.6,995.3,2
Dubai Motor City,2024-07-27 07:00:00,2024-07-27,33.5,36,0.0,12.0,995.9,3
Dubai Motor City,2024-07-27 08:00:00,2024-07-27,35.7,34,0.0,12.0,996.3,0
Dubai Motor City,2024-07-27 09:00:00,2024-07-27,36.3,40,0.0,11.7,996.3,0
Dubai Motor City,2024-07-27 10:00:00,2024-07-27,40.4,26,0.0,12.7,996.8,1
Dubai Motor City,2024-07-27 11:00:00,2024-07-27,40.3,34,0.0,17.5,997.0,1
Dubai Motor City,2024-07-27 12:00:00,2024-07-27,40.3,40,0.0,18.0,996.3,1
Dubai Motor City,2024-07-27 13:00:00,2024-07-27,40.8,40,0.0,26.4,995.9,1
Dubai Motor City,2024-07-27 14:00:00,2024-07-27,40.7,37,0.0,24.6,995.3,0
Dubai Motor City,2024-07-27 15:00:00,2024-07-27,41.7,29,0.0,26.4,995.3,1
Dubai Motor City,2024-07-27 16:00:00,2024-07-27,41.0,28,0.0,24.6,995.5,1
Dubai Motor City,2024-07-27 17:00:00,2024-07-27,40.7,27,0.0,23.7,995.3,2
Dubai Motor City,2024-07-27 18:00:00,2024-07-27,40.0,30,0.0,15.9,995.0,2
Dubai Motor City,2024-07-27 19:00:00,2024-07-27,39.9,26,0.0,14.9,995.1,2
Dubai Motor City,2024-07-27 20:00:00,2024-07-27,39.0,29,0.0,9.3,995.3,2
Dubai Motor City,2024-07-27 21:00:00,2024-07-27,39.0,33,0.0,13.8,996.0,1
Dubai Motor City,2024-07-27 22:00:00,2024-07-27,37.6,41,0.0,11.7,996.1,1
Dubai Motor City,2024-07-27 23:00:00,2024-07-27,37.0,46,0.0,13.5,996.0,1
Dubai Motor City,2024-07-28 00:00:00,2024-07-28,37.0,54,0.0,14.3,996.0,2
Dubai Motor City,2024-07-28 01:00:00,2024-07-28,35.8,54,0.0,11.1,995.5,2
Dubai Motor City,2024-07-28 02:00:00,2024-07-28,35.0,52,0.0,10.3,995.0,1
Dubai Motor City,2024-07-28 03:00:00,2024-07-28,34.0,59,0.0,12.5,995.0,1
Dubai Motor City,2024-07-28 04:00:00,2024-07-28,34.0,60,0.0,13.0,995.1,3
Dubai Motor City,2024-07-28 05:00:00,2024-07-28,34.0,62,0.0,14.3,995.3,2
Dubai Motor City,2024-07-28 06:00:00,2024-07-28,33.0,63,0.0,10.6,996.0,3
Dubai Motor City,2024-07-28 07:00:00,2024-07-28,33.2,61,0.0,13.0,996.1,3
Dubai Motor City,2024-07-28 08:00:00,2024-07-28,34.0,60,0.0,13.0,996.3,3
Dubai Motor City,2024-07-28 09:00:00,2024-07-28,37.0,55,0.0,9.8,996.0,2
Dubai Motor City,2024-07-28 10:00:00,2024-07-28,38.4,43,0.0,22.7,996.1,2
Dubai Motor City,2024-07-28 11:00:00,2024-07-28,39.0,44,0.0,20.1,995.3,2
Dubai Motor City,2024-07-28 12:00:00,2024-07-28,39.3,44,0.0,22.7,995.0,2
Dubai Motor City,2024-07-28 13:00:00,2024-07-28,39.2,47,0.0,21.7,994.6,2
Dubai Motor City,2024-07-28 14:00:00,2024-07-28,39.5,48,0.0,20.9,993.3,0
Dubai Motor City,2024-07-28 15:00:00,2024-07-28,39.5,46,0.0,23.2,993.0,1
Dubai Motor City,2024-07-28 16:00:00,2024-07-28,38.8,49,0.0,24.1,992.6,1
Dubai Motor City,2024-07-28 17:00:00,2024-07-28,38.3,49,0.0,26.4,992.3,2
Dubai Motor City,2024-07-28 18:00:00,2024-07-28,38.0,49,0.0,23.6,992.3,2
Dubai Motor City,2024-07-28 19:00:00,2024-07-28,36.9,54,0.0,24.1,992.7,3
Dubai Motor City,2024-07-28 20:00:00,2024-07-28,36.7,55,0.0,20.1,993.0,0
Dubai Motor City,2024-07-28 21:00:00,2024-07-28,36.0,55,0.0,15.4,993.3,1
Dubai Motor City,2024-07-28 22:00:00,2024-07-28,36.0,56,0.0,14.0,993.9,1
Dubai Motor City,2024-07-28 23:00:00,2024-07-28,36.0,55,0.0,12.2,994.0,1
Dubai Motor City,2024-07-29 00:00:00,2024-07-29,35.7,56,0.0,15.4,993.3,1
Dubai Motor City,2024-07-29 01:00:00,2024-07-29,35.1,57,0.0,12.2,992.6,2
Dubai Motor City,2024-07-29 02:00:00,2024-07-29,34.0,56,0.0,13.0,992.3,2
Dubai Motor City,2024-07-29 03:00:00,2024-07-29,34.0,55,0.0,14.0,992.0,2
Dubai Motor City,2024-07-29 04:00:00,2024-07-29,33.1,57,0.0,12.2,992.3,2
Dubai Motor City,2024-07-29 05:00:00,2024-07-29,33.0,56,0.0,15.7,992.3,2
Dubai Motor City,2024-07-29 06:00:00,2024-07-29,33.0,55,0.0,13.0,993.0,2
Dubai Motor City,2024-07-29 07:00:00,2024-07-29,33.4,53,0.0,13.0,993.6,1
Dubai Motor City,2024-07-29 08:00:00,2024-07-29,34.3,51,0.0,14.9,993.3,1
Dubai Motor City,2024-07-29 09:00:00,2024-07-29,36.3,46,0.0,14.0,994.0,1
Dubai Motor City,2024-07-29 10:00:00,2024-07-29,37.4,46,0.0,13.0,993.6,4
Dubai Motor City,2024-07-29 11:00:00,2024-07-29,39.0,42,0.0,15.2,993.3,1
Dubai Motor City,2024-07-29 12:00:00,2024-07-29,40.3,36,0.0,14.3,993.0,1
Dubai Motor City,2024-07-29 13:00:00,2024-07-29,41.0,40,0.0,14.7,992.3,2
Dubai Motor City,2024-07-29 14:00:00,2024-07-29,40.7,43,0.0,18.6,991.3,0
Dubai Motor City,2024-07-29 15:00:00,2024-07-29,39.3,50,0.0,21.7,991.3,0
Dubai Motor City,2024-07-29 16:00:00,2024-07-29,38.8,52,0.0,21.7,990.9,3
Dubai Motor City,2024-07-29 17:00:00,2024-07-29,38.0,53,0.0,22.7,991.0,1
Dubai Motor City,2024-07-29 18:00:00,2024-07-29,37.3,54,0.0,20.4,991.0,0
Dubai Motor City,2024-07-29 19:00:00,2024-07-29,36.4,60,0.0,17.2,991.6,0
Dubai Motor City,2024-07-29 20:00:00,2024-07-29,36.0,62,0.0,12.0,992.3,0
Dubai Motor City,2024-07-29 21:00:00,2024-07-29,36.0,63,0.0,8.5,993.3,0
Dubai Motor City,2024-07-29 22:00:00,2024-07-29,35.4,64,0.0,9.8,993.9,0
Dubai Motor City,2024-07-29 23:00:00,2024-07-29,35.3,64,0.0,9.8,993.3,0
Dubai Motor City,2024-07-30 00:00:00,2024-07-30,35.0,66,0.0,11.7,993.3,0
Dubai Motor City,2024-07-30 01:00:00,2024-07-30,34.6,67,0.0,12.2,993.4,0
Dubai Motor City,2024-07-30 02:00:00,2024-07-30,34.7,67,0.0,8.0,993.0,0
Dubai Motor City,2024-07-30 03:00:00,2024-07-30,34.0,70,0.0,7.2,992.3,0
Dubai Motor City,2024-07-30 04:00:00,2024-07-30,33.7,69,0.0,6.3,992.9,0
Dubai Motor City,2024-07-30 05:00:00,2024-07-30,33.7,68,0.0,8.5,993.3,0
Dubai Motor City,2024-07-30 06:00:00,2024-07-30,33.7,68,0.0,10.1,994.3,0
Dubai Motor City,2024-07-30 07:00:00,2024-07-30,34.9,62,0.0,19.3,994.7,3
Dubai Motor City,2024-07-30 08:00:00,2024-07-30,36.0,55,0.0,23.4,995.0,0
Dubai Motor City,2024-07-30 09:00:00,2024-07-30,37.0,53,0.0,27.4,995.3,0
Dubai Motor City,2024-07-30 10:00:00,2024-07-30,38.4,48,0.0,26.1,995.3,2
Dubai Motor City,2024-07-30 11:00:00,2024-07-30,40.0,43,0.0,26.9,995.0,0
Dubai Motor City,2024-07-30 12:00:00,2024-07-30,40.7,42,0.0,25.1,994.3,0
Dubai Motor City,2024-07-30 13:00:00,2024-07-30,42.8,37,0.0,23.6,994.2,0
Dubai Motor City,2024-07-30 14:00:00,2024-07-30,43.7,36,0.0,19.8,993.3,0
Dubai Motor City,2024-07-30 15:00:00,2024-07-30,44.5,31,0.0,20.9,992.5,1
Dubai Motor City,2024-07-30 16:00:00,2024-07-30,44.5,32,0.0,25.8,992.4,1
Dubai Motor City,2024-07-30 17:00:00,2024-07-30,44.7,30,0.0,21.7,992.3,2
Dubai Motor City,2024-07-30 18:00:00,2024-07-30,43.7,30,0.0,21.5,992.3,3
Dubai Motor City,2024-07-30 19:00:00,2024-07-30,42.4,33,0.0,20.1,993.3,3
Dubai Motor City,2024-07-30 20:00:00,2024-07-30,39.7,45,0.0,16.7,994.3,0
Dubai Motor City,2024-07-30 21:00:00,2024-07-30,38.7,47,0.0,19.1,995.3,1
Dubai Motor City,2024-07-30 22:00:00,2024-07-30,37.5,51,0.0,19.1,995.9,2
Dubai Motor City,2024-07-30 23:00:00,2024-07-30,36.7,54,0.0,17.0,996.3,2
Dubai Motor City,2024-07-31 00:00:00,2024-07-31,36.8,49,0.0,17.0,995.5,2
Dubai Motor City,2024-07-31 01:00:00,2024-07-31,36.1,56,0.0,21.9,996.3,3
Dubai Motor City,2024-07-31 02:00:00,2024-07-31,35.7,57,0.0,21.9,996.3,3
Dubai Motor City,2024-07-31 03:00:00,2024-07-31,35.0,58,0.0,18.8,996.3,3
Dubai Motor City,2024-07-31 04:00:00,2024-07-31,35.4,48,0.0,21.8,995.9,3
Dubai Motor City,2024-07-31 05:00:00,2024-07-31,35.1,51,0.0,17.5,995.7,3
Dubai Motor City,2024-07-31 06:00:00,2024-07-31,35.5,46,0.0,13.3,996.3,4
Dubai Motor City,2024-07-31 07:00:00,2024-07-31,34.8,48,0.0,13.3,996.7,3
Dubai Motor City,2024-07-31 08:00:00,2024-07-31,37.0,46,0.0,8.0,997.3,4
Dubai Motor City,2024-07-31 09:00:00,2024-07-31,39.5,33,0.0,13.9,997.3,4
Dubai Motor City,2024-07-31 10:00:00,2024-07-31,40.6,27,0.0,16.2,997.7,4
Dubai Motor City,2024-07-31 11:00:00,2024-07-31,42.0,26,0.0,17.5,997.3,0
Dubai Motor City,2024-07-31 12:00:00,2024-07-31,43.0,23,0.0,18.6,997.3,0
Dubai Motor City,2024-07-31 13:00:00,2024-07-31,43.1,23,0.0,12.2,996.8,6
Dubai Motor City,2024-07-31 14:00:00,2024-07-31,42.7,34,0.0,19.0,996.0,0
Dubai Motor City,2024-07-31 15:00:00,2024-07-31,40.3,41,0.0,20.1,995.3,0
Dubai Motor City,2024-07-31 16:00:00,2024-07-31,40.1,41,0.0,18.0,995.0,6
Dubai Motor City,2024-07-31 17:00:00,2024-07-31,40.0,38,0.0,17.5,995.0,0
Dubai Motor City,2024-07-31 18:00:00,2024-07-31,39.7,45,0.0,13.5,995.0,0
Dubai Motor City,2024-07-31 19:00:00,2024-07-31,38.5,43,0.0,13.3,995.3,3
Dubai Motor City,2024-07-31 20:00:00,2024-07-31,38.7,40,0.0,8.8,995.3,0
Dubai Motor City,2024-07-31 21:00:00,2024-07-31,37.7,46,0.0,12.0,996.3,0
Dubai Motor City,2024-07-31 22:00:00,2024-07-31,38.1,43,0.0,10.6,996.9,4
Dubai Motor City,2024-07-31 23:00:00,2024-07-31,37.7,44,0.0,12.6,997.0,0
Dubai Motor City,2024-08-01 00:00:00,2024-08-01,37.7,44,0.0,16.5,996.3,0
Dubai Motor City,2024-08-01 01:00:00,2024-08-01,37.7,43,0.0,9.2,995.3,4
Dubai Motor City,2024-08-01 02:00:00,2024-08-01,37.5,46,0.0,5.0,995.3,0
Dubai Motor City,2024-08-01 03:00:00,2024-08-01,37.5,52,0.0,11.5,995.3,4
Dubai Motor City,2024-08-01 04:00:00,2024-08-01,37.0,56,0.0,13.8,995.6,5
Dubai Motor City,2024-08-01 05:00:00,2024-08-01,36.7,58,0.0,17.5,995.3,4
Dubai Motor City,2024-08-01 06:00:00,2024-08-01,36.7,56,0.0,10.3,995.3,5
Dubai Motor City,2024-08-01 07:00:00,2024-08-01,36.5,56,0.0,10.1,996.3,7
Dubai Motor City,2024-08-01 08:00:00,2024-08-01,38.7,42,0.0,9.3,996.3,0
Dubai Motor City,2024-08-01 09:00:00,2024-08-01,39.7,30,0.0,15.2,997.0,5
Dubai Motor City,2024-08-01 10:00:00,2024-08-01,40.9,26,0.0,13.5,996.9,4
Dubai Motor City,2024-08-01 11:00:00,2024-08-01,42.0,24,0.0,16.2,996.3,4
Dubai Motor City,2024-08-01 12:00:00,2024-08-01,43.3,21,0.0,14.9,996.3,4
Dubai Motor City,2024-08-01 13:00:00,2024-08-01,43.6,26,0.0,16.7,995.9,2
Dubai Motor City,2024-08-01 14:00:00,2024-08-01,43.0,26,0.0,21.7,995.3,2
Dubai Motor City,2024-08-01 15:00:00,2024-08-01,42.7,26,0.0,20.9,995.0,2
Dubai Motor City,2024-08-01 16:00:00,2024-08-01,42.3,27,0.0,19.3,994.6,0
Dubai Motor City,2024-08-01 17:00:00,2024-08-01,41.7,30,0.0,20.4,994.3,0
Dubai Motor City,2024-08-01 18:00:00,2024-08-01,39.7,41,0.0,19.6,994.3,0
Dubai Motor City,2024-08-01 19:00:00,2024-08-01,38.7,50,0.0,17.0,994.6,0
Dubai Motor City,2024-08-01 20:00:00,2024-08-01,37.7,57,0.0,16.5,995.3,0
Dubai Motor City,2024-08-01 21:00:00,2024-08-01,36.0,65,0.0,16.7,995.3,0
Dubai Motor City,2024-08-01 22:00:00,2024-08-01,36.1,61,0.0,14.9,995.6,0
Dubai Motor City,2024-08-01 23:00:00,2024-08-01,36.0,63,0.0,9.9,995.3,0
Dubai Motor City,2024-08-02 00:00:00,2024-08-02,35.7,67,0.0,8.5,995.3,0
Dubai Motor City,2024-08-02 01:00:00,2024-08-02,35.1,74,0.0,8.0,995.0,0
Dubai Motor City,2024-08-02 02:00:00,2024-08-02,35.0,71,0.0,6.7,994.3,0
Dubai Motor City,2024-08-02 03:00:00,2024-08-02,35.5,64,0.0,5.8,994.0,0
Dubai Motor City,2024-08-02 04:00:00,2024-08-02,34.8,72,0.0,7.2,993.9,0
Dubai Motor City,2024-08-02 05:00:00,2024-08-02,35.0,69,0.0,12.0,994.0,0
Dubai Motor City,2024-08-02 06:00:00,2024-08-02,34.0,69,0.0,12.5,994.0,0
Dubai Motor City,2024-08-02 07:00:00,2024-08-02,34.3,71,0.0,8.8,994.5,3
Dubai Motor City,2024-08-02 08:00:00,2024-08-02,35.0,63,0.0,8.0,994.3,0
Dubai Motor City,2024-08-02 09:00:00,2024-08-02,36.7,57,0.0,11.1,995.0,0
Dubai Motor City,2024-08-02 10:00:00,2024-08-02,37.8,50,0.0,7.2,994.9,3
Dubai Motor City,2024-08-02 11:00:00,2024-08-02,38.0,54,0.0,12.2,994.3,0
Dubai Motor City,2024-08-02 12:00:00,2024-08-02,39.0,53,0.0,13.0,994.3,0
Dubai Motor City,2024-08-02 13:00:00,2024-08-02,39.4,55,0.0,12.5,993.6,0
Dubai Motor City,2024-08-02 14:00:00,2024-08-02,40.0,54,0.0,19.6,993.0,0
Dubai Motor City,2024-08-02 15:00:00,2024-08-02,39.7,54,0.0,18.6,992.3,0
Dubai Motor City,2024-08-02 16:00:00,2024-08-02,39.2,54,0.0,17.5,991.9,0
Dubai Motor City,2024-08-02 17:00:00,2024-08-02,39.0,53,0.0,15.9,991.3,0
Dubai Motor City,2024-08-02 18:00:00,2024-08-02,38.0,57,0.0,15.4,991.3,3
Dubai Motor City,2024-08-02 19:00:00,2024-08-02,38.1,47,0.0,12.5,991.9,4
Dubai Motor City,2024-08-02 20:00:00,2024-08-02,37.0,58,0.0,10.6,993.0,0
Dubai Motor City,2024-08-02 21:00:00,2024-08-02,36.0,66,0.0,12.0,993.0,1
Dubai Motor City,2024-08-02 22:00:00,2024-08-02,36.1,68,0.0,11.1,993.9,1
Dubai Motor City,2024-08-02 23:00:00,2024-08-02,36.0,67,0.0,10.6,994.3,2
Dubai Motor City,2024-08-03 00:00:00,2024-08-03,35.0,72,0.0,9.8,994.3,3
Dubai Motor City,2024-08-03 01:00:00,2024-08-03,35.7,68,0.0,6.7,993.3,3
Dubai Motor City,2024-08-03 02:00:00,2024-08-03,35.7,68,0.0,12.0,992.3,4
Dubai Motor City,2024-08-03 03:00:00,2024-08-03,35.7,66,0.0,16.2,992.3,3
Dubai Motor City,2024-08-03 04:00:00,2024-08-03,35.2,68,0.0,18.6,991.9,5
Dubai Motor City,2024-08-03 05:00:00,2024-08-03,35.0,65,0.0,11.7,992.3,4
Dubai Motor City,2024-08-03 06:00:00,2024-08-03,34.3,72,0.0,10.6,993.0,5
Dubai Motor City,2024-08-03 07:00:00,2024-08-03,35.0,67,0.0,7.2,994.3,6
Dubai Motor City,2024-08-03 08:00:00,2024-08-03,36.0,60,0.0,6.7,994.3,5
Dubai Motor City,2024-08-03 09:00:00,2024-08-03,37.0,58,0.0,8.0,995.0,5
Dubai Motor City,2024-08-03 10:00:00,2024-08-03,37.7,56,0.0,9.9,995.4,5
Dubai Motor City,2024-08-03 11:00:00,2024-08-03,39.0,53,0.0,9.9,995.0,4
Dubai Motor City,2024-08-03 12:00:00,2024-08-03,40.0,50,0.0,12.5,995.0,4
Dubai Motor City,2024-08-03 13:00:00,2024-08-03,41.6,45,0.0,9.4,994.3,5
Dubai Motor City,2024-08-03 14:00:00,2024-08-03,40.7,54,0.0,19.0,993.3,0
Dubai Motor City,2024-08-03 15:00:00,2024-08-03,39.7,58,0.0,21.5,993.3,0
Dubai Motor City,2024-08-03 16:00:00,2024-08-03,38.7,61,0.0,21.7,993.3,4
Dubai Motor City,2024-08-03 17:00:00,2024-08-03,38.7,63,0.0,16.2,993.0,0
Dubai Motor City,2024-08-03 18:00:00,2024-08-03,38.0,67,0.0,15.2,993.0,0
Dubai Motor City,2024-08-03 19:00:00,2024-08-03,37.4,63,0.0,14.3,993.7,5
Dubai Motor City,2024-08-03 20:00:00,2024-08-03,36.7,64,0.0,14.3,994.3,0
Dubai Motor City,2024-08-03 21:00:00,2024-08-03,36.0,72,0.0,9.9,995.3,0
Dubai Motor City,2024-08-03 22:00:00,2024-08-03,35.9,74,0.0,10.7,995.9,2
Dubai Motor City,2024-08-03 23:00:00,2024-08-03,35.0,75,0.0,9.9,995.3,0
Dubai Motor City,2024-08-04 00:00:00,2024-08-04,35.0,75,0.0,10.6,995.3,0
Dubai Motor City,2024-08-04 01:00:00,2024-08-04,35.0,75,0.0,9.5,994.3,4
Dubai Motor City,2024-08-04 02:00:00,2024-08-04,35.0,74,0.0,12.2,994.0,0
Dubai Motor City,2024-08-04 03:00:00,2024-08-04,34.0,80,0.0,12.2,993.3,0
Dubai Motor City,2024-08-04 04:00:00,2024-08-04,34.0,77,0.0,9.8,994.4,3
Dubai Motor City,2024-08-04 05:00:00,2024-08-04,33.7,73,0.0,10.6,994.3,3
Dubai Motor City,2024-08-04 06:00:00,2024-08-04,33.7,73,0.0,12.2,995.0,4
Dubai Motor City,2024-08-04 07:00:00,2024-08-04,33.4,74,0.0,12.2,995.6,3
Dubai Motor City,2024-08-04 08:00:00,2024-08-04,34.0,71,0.0,13.5,996.0,3
Dubai Motor City,2024-08-04 09:00:00,2024-08-04,35.0,66,0.0,13.3,996.3,3
Dubai Motor City,2024-08-04 10:00:00,2024-08-04,36.9,56,0.0,7.4,996.6,2
Dubai Motor City,2024-08-04 11:00:00,2024-08-04,38.0,53,0.0,7.4,996.3,2
Dubai Motor City,2024-08-04 12:00:00,2024-08-04,39.0,47,0.0,9.3,995.3,2
Dubai Motor City,2024-08-04 13:00:00,2024-08-04,38.5,58,0.0,16.0,994.9,3
Dubai Motor City,2024-08-04 14:00:00,2024-08-04,38.0,58,0.0,23.2,994.3,2
Dubai Motor City,2024-08-04 15:00:00,2024-08-04,38.0,57,0.0,21.4,994.0,2
Dubai Motor City,2024-08-04 16:00:00,2024-08-04,39.0,50,0.0,20.9,993.4,2
Dubai Motor City,2024-08-04 17:00:00,2024-08-04,37.0,62,0.0,22.2,993.0,2
Dubai Motor City,2024-08-04 18:00:00,2024-08-04,36.7,65,0.0,18.6,993.3,2
Dubai Motor City,2024-08-04 19:00:00,2024-08-04,35.7,65,0.0,13.5,994.0,2
Dubai Motor City,2024-08-04 20:00:00,2024-08-04,35.0,65,0.0,12.0,995.0,2
Dubai Motor City,2024-08-04 21:00:00,2024-08-04,35.0,66,0.0,12.0,995.3,2
Dubai Motor City,2024-08-04 22:00:00,2024-08-04,34.9,65,0.0,12.0,995.7,2
Dubai Motor City,2024-08-04 23:00:00,2024-08-04,34.3,65,0.0,11.1,995.3,2
Dubai Motor City,2024-08-05 00:00:00,2024-08-05,34.0,69,0.0,8.0,995.3,2
Dubai Motor City,2024-08-05 01:00:00,2024-08-05,34.0,68,0.0,10.6,994.9,2
Dubai Motor City,2024-08-05 02:00:00,2024-08-05,33.7,68,0.0,10.3,995.0,2
Dubai Motor City,2024-08-05 03:00:00,2024-08-05,33.0,71,0.0,12.5,995.0,2
Dubai Motor City,2024-08-05 04:00:00,2024-08-05,33.2,71,0.0,13.9,995.0,2
Dubai Motor City,2024-08-05 05:00:00,2024-08-05,33.9,68,0.0,13.9,995.0,2
Dubai Motor City,2024-08-05 06:00:00,2024-08-05,33.9,68,0.0,12.5,995.4,0
Dubai Motor City,2024-08-05 07:00:00,2024-08-05,34.3,66,0.0,20.9,996.3,2
Dubai Motor City,2024-08-05 08:00:00,2024-08-05,35.0,63,0.0,20.8,996.3,0
Dubai Motor City,2024-08-05 09:00:00,2024-08-05,36.0,59,0.0,15.3,996.3,0
Dubai Motor City,2024-08-05 10:00:00,2024-08-05,37.8,54,0.0,18.8,996.9,1
Dubai Motor City,2024-08-05 11:00:00,2024-08-05,39.3,49,0.0,16.7,996.3,0
Dubai Motor City,2024-08-05 12:00:00,2024-08-05,41.0,41,0.0,14.0,995.3,0
Dubai Motor City,2024-08-05 13:00:00,2024-08-05,39.9,54,0.0,23.2,995.3,3
Dubai Motor City,2024-08-05 14:00:00,2024-08-05,39.3,55,0.0,29.6,995.3,0
Dubai Motor City,2024-08-05 15:00:00,2024-08-05,39.5,53,0.0,24.4,995.0,0
Dubai Motor City,2024-08-05 16:00:00,2024-08-05,38.9,56,0.0,21.5,994.6,4
Dubai Motor City,2024-08-05 17:00:00,2024-08-05,39.3,53,0.0,23.1,994.3,0
Dubai Motor City,2024-08-05 18:00:00,2024-08-05,38.7,51,0.0,23.6,995.3,0
Dubai Motor City,2024-08-05 19:00:00,2024-08-05,37.7,53,0.0,23.6,995.7,4
Dubai Motor City,2024-08-05 20:00:00,2024-08-05,36.7,57,0.0,24.1,996.3,0
Dubai Motor City,2024-08-05 21:00:00,2024-08-05,35.7,61,0.0,20.9,997.3,4
Dubai Motor City,2024-08-05 22:00:00,2024-08-05,35.5,61,0.0,18.0,997.3,4
Dubai Motor City,2024-08-05 23:00:00,2024-08-05,35.7,60,0.0,12.5,997.0,5
Dubai Motor City,2024-08-06 00:00:00,2024-08-06,35.7,60,0.0,10.6,996.5,6
Dubai Motor City,2024-08-06 01:00:00,2024-08-06,35.3,57,0.0,15.2,996.5,5
Dubai Motor City,2024-08-06 02:00:00,2024-08-06,35.2,60,0.0,8.5,996.0,5
Dubai Motor City,2024-08-06 03:00:00,2024-08-06,34.5,63,0.0,15.2,996.3,5
Dubai Motor City,2024-08-06 04:00:00,2024-08-06,34.5,56,0.0,20.0,997.0,7
Dubai Motor City,2024-08-06 05:00:00,2024-08-06,33.7,47,0.0,20.9,997.3,6
Dubai Motor City,2024-08-06 06:00:00,2024-08-06,33.7,48,0.0,17.2,998.0,6
Dubai Motor City,2024-08-06 07:00:00,2024-08-06,32.1,52,0.0,21.4,998.7,7
Dubai Motor City,2024-08-06 08:00:00,2024-08-06,33.0,46,0.0,17.2,999.0,6
Dubai Motor City,2024-08-06 09:00:00,2024-08-06,34.0,46,0.0,11.7,999.0,6
Dubai Motor City,2024-08-06 10:00:00,2024-08-06,35.5,44,0.0,11.2,999.0,7
Dubai Motor City,2024-08-06 11:00:00,2024-08-06,37.3,40,0.0,6.7,999.0,6
Dubai Motor City,2024-08-06 12:00:00,2024-08-06,39.0,35,0.0,8.5,998.3,5
Dubai Motor City,2024-08-06 13:00:00,2024-08-06,37.9,42,0.0,18.0,997.9,6
Dubai Motor City,2024-08-06 14:00:00,2024-08-06,39.0,39,0.0,19.1,997.3,5
Dubai Motor City,2024-08-06 15:00:00,2024-08-06,38.0,44,0.0,20.1,997.0,5
