location_name,datetime_local,date,temp_meteostat_hourly,humidity_meteostat_hourly,precipitation_meteostat_hourly,wind_speed_meteostat_hourly,pressure_meteostat_hourly,cloud_cover_meteostat_hourly
The Views,2025-06-29 14:00:00,2025-06-29,37.8,50,0.0,17.2,992.2,0
The Views,2025-06-29 15:00:00,2025-06-29,37.5,55,0.0,18.9,992.2,4
The Views,2025-06-29 16:00:00,2025-06-29,36.6,57,0.0,16.6,992.2,6
The Views,2025-06-29 17:00:00,2025-06-29,37.0,47,0.0,13.0,991.2,0
The Views,2025-06-29 18:00:00,2025-06-29,36.2,55,0.0,16.2,991.2,0
The Views,2025-06-29 19:00:00,2025-06-29,34.8,62,0.0,16.2,991.9,0
The Views,2025-06-29 20:00:00,2025-06-29,34.0,66,0.0,10.2,992.2,1
The Views,2025-06-29 21:00:00,2025-06-29,34.0,63,0.0,11.6,993.0,1
The Views,2025-06-29 22:00:00,2025-06-29,33.2,71,0.0,10.4,993.5,2
The Views,2025-06-29 23:00:00,2025-06-29,33.0,74,0.0,6.7,993.2,2
The Views,2025-06-30 00:00:00,2025-06-30,32.8,72,0.0,6.7,993.2,2
The Views,2025-06-30 01:00:00,2025-06-30,32.7,71,0.0,10.8,992.8,2
The Views,2025-06-30 02:00:00,2025-06-30,32.0,74,0.0,12.6,992.2,1
The Views,2025-06-30 03:00:00,2025-06-30,31.8,72,0.0,11.8,992.2,1
The Views,2025-06-30 04:00:00,2025-06-30,30.8,73,0.0,9.0,992.5,2
The Views,2025-06-30 05:00:00,2025-06-30,31.0,70,0.0,9.0,992.2,3
The Views,2025-06-30 06:00:00,2025-06-30,31.0,70,0.0,5.4,993.2,4
The Views,2025-06-30 07:00:00,2025-06-30,31.3,64,0.0,12.6,994.0,1
The Views,2025-06-30 08:00:00,2025-06-30,32.0,57,0.0,14.4,994.2,0
The Views,2025-06-30 09:00:00,2025-06-30,33.0,51,0.0,9.0,994.2,0
The Views,2025-06-30 10:00:00,2025-06-30,35.4,47,0.0,5.9,994.9,5
The Views,2025-06-30 11:00:00,2025-06-30,38.0,42,0.0,7.6,995.0,0
The Views,2025-06-30 12:00:00,2025-06-30,37.0,53,0.0,10.8,994.2,0
The Views,2025-06-30 13:00:00,2025-06-30,37.0,53,0.0,19.2,993.9,4
The Views,2025-06-30 14:00:00,2025-06-30,37.0,50,0.0,17.6,993.2,0
The Views,2025-06-30 15:00:00,2025-06-30,37.8,48,0.0,19.2,993.0,0
The Views,2025-06-30 16:00:00,2025-06-30,37.0,50,0.0,18.4,992.4,2
The Views,2025-06-30 17:00:00,2025-06-30,37.0,53,0.0,13.8,992.0,0
The Views,2025-06-30 18:00:00,2025-06-30,36.0,55,0.0,12.6,992.2,0
The Views,2025-06-30 19:00:00,2025-06-30,35.3,58,0.0,13.0,992.7,0
The Views,2025-06-30 20:00:00,2025-06-30,34.8,61,0.0,11.6,993.0,1
The Views,2025-06-30 21:00:00,2025-06-30,34.0,63,0.0,9.4,993.2,1
The Views,2025-06-30 22:00:00,2025-06-30,33.9,64,0.0,5.0,994.0,2
The Views,2025-06-30 23:00:00,2025-06-30,33.8,64,0.0,7.6,994.0,2
The Views,2025-07-01 00:00:00,2025-07-01,33.5,65,0.0,7.1,993.2,2
The Views,2025-07-01 01:00:00,2025-07-01,33.3,62,0.0,5.4,993.9,1
The Views,2025-07-01 02:00:00,2025-07-01,32.5,66,0.0,5.4,993.2,0
The Views,2025-07-01 03:00:00,2025-07-01,32.3,69,0.0,9.0,993.2,0
The Views,2025-07-01 04:00:00,2025-07-01,31.7,69,0.0,8.5,993.8,0
The Views,2025-07-01 05:00:00,2025-07-01,30.5,70,0.0,8.5,994.0,0
The Views,2025-07-01 06:00:00,2025-07-01,30.3,71,0.0,5.4,994.2,0
The Views,2025-07-01 07:00:00,2025-07-01,31.5,67,0.0,5.4,995.4,0
The Views,2025-07-01 08:00:00,2025-07-01,33.0,61,0.0,6.3,995.2,0
The Views,2025-07-01 09:00:00,2025-07-01,35.0,50,0.0,8.0,996.0,0
The Views,2025-07-01 10:00:00,2025-07-01,37.4,40,0.0,4.0,995.8,0
The Views,2025-07-01 11:00:00,2025-07-01,39.2,39,0.0,9.0,995.2,0
The Views,2025-07-01 12:00:00,2025-07-01,41.0,27,0.0,12.6,995.0,1
The Views,2025-07-01 13:00:00,2025-07-01,41.0,23,0.0,14.0,994.7,1
The Views,2025-07-01 14:00:00,2025-07-01,40.8,28,0.0,17.0,994.0,0
The Views,2025-07-01 15:00:00,2025-07-01,40.8,31,0.0,18.0,993.2,0
The Views,2025-07-01 16:00:00,2025-07-01,40.2,34,0.0,15.8,993.1,0
The Views,2025-07-01 17:00:00,2025-07-01,39.8,35,0.0,14.4,992.2,0
The Views,2025-07-01 18:00:00,2025-07-01,38.5,40,0.0,19.2,993.0,0
The Views,2025-07-01 19:00:00,2025-07-01,37.6,41,0.0,11.6,993.2,3
The Views,2025-07-01 20:00:00,2025-07-01,36.5,44,0.0,10.8,993.2,2
The Views,2025-07-01 21:00:00,2025-07-01,36.5,45,0.0,12.6,994.0,2
The Views,2025-07-01 22:00:00,2025-07-01,35.2,50,0.0,9.9,994.7,1
The Views,2025-07-01 23:00:00,2025-07-01,34.5,55,0.0,11.2,995.0,0
The Views,2025-07-02 00:00:00,2025-07-02,34.5,56,0.0,6.7,995.0,0
The Views,2025-07-02 01:00:00,2025-07-02,33.5,60,0.0,7.1,994.7,0
The Views,2025-07-02 02:00:00,2025-07-02,33.3,59,0.0,5.4,994.2,0
The Views,2025-07-02 03:00:00,2025-07-02,33.6,48,0.0,5.4,994.2,0
The Views,2025-07-02 04:00:00,2025-07-02,32.1,68,0.0,7.1,994.4,0
The Views,2025-07-02 05:00:00,2025-07-02,31.3,71,0.0,4.6,994.2,0
The Views,2025-07-02 06:00:00,2025-07-02,31.1,71,0.0,10.4,995.0,0
The Views,2025-07-02 07:00:00,2025-07-02,32.6,59,0.0,9.0,995.6,2
The Views,2025-07-02 08:00:00,2025-07-02,34.0,50,0.0,6.7,996.0,0
The Views,2025-07-02 09:00:00,2025-07-02,36.0,41,0.0,8.0,996.2,0
The Views,2025-07-02 10:00:00,2025-07-02,38.4,29,0.0,7.1,996.3,0
The Views,2025-07-02 11:00:00,2025-07-02,38.7,37,0.0,14.0,996.0,0
The Views,2025-07-02 12:00:00,2025-07-02,38.0,46,0.0,20.0,995.2,0
The Views,2025-07-02 13:00:00,2025-07-02,37.3,53,0.0,20.0,995.0,0
The Views,2025-07-02 14:00:00,2025-07-02,37.2,56,0.0,20.0,994.2,0
The Views,2025-07-02 15:00:00,2025-07-02,37.8,52,0.0,20.5,994.0,0
The Views,2025-07-02 16:00:00,2025-07-02,37.0,49,0.0,21.4,993.8,0
The Views,2025-07-02 17:00:00,2025-07-02,36.8,45,0.0,18.4,993.2,0
The Views,2025-07-02 18:00:00,2025-07-02,35.8,51,0.0,15.8,993.2,0
The Views,2025-07-02 19:00:00,2025-07-02,35.3,55,0.0,15.8,994.0,0
The Views,2025-07-02 20:00:00,2025-07-02,34.0,63,0.0,11.8,994.2,0
The Views,2025-07-02 21:00:00,2025-07-02,34.0,59,0.0,10.8,995.0,0
The Views,2025-07-02 22:00:00,2025-07-02,33.7,61,0.0,9.4,995.4,0
The Views,2025-07-02 23:00:00,2025-07-02,34.0,62,0.0,9.0,995.2,0
The Views,2025-07-03 00:00:00,2025-07-03,33.2,72,0.0,9.4,995.2,0
The Views,2025-07-03 01:00:00,2025-07-03,32.6,76,0.0,9.4,995.1,2
The Views,2025-07-03 02:00:00,2025-07-03,32.2,78,0.0,9.4,995.0,2
The Views,2025-07-03 03:00:00,2025-07-03,32.0,79,0.0,13.4,994.2,2
The Views,2025-07-03 04:00:00,2025-07-03,31.8,78,0.0,10.4,994.6,2
The Views,2025-07-03 05:00:00,2025-07-03,31.8,80,0.0,13.0,995.0,2
The Views,2025-07-03 06:00:00,2025-07-03,31.0,79,0.0,13.0,995.2,1
The Views,2025-07-03 07:00:00,2025-07-03,31.2,78,0.0,13.0,996.5,1
The Views,2025-07-03 08:00:00,2025-07-03,32.0,74,0.0,10.8,996.2,0
The Views,2025-07-03 09:00:00,2025-07-03,33.8,64,0.0,12.6,996.2,0
The Views,2025-07-03 10:00:00,2025-07-03,35.3,54,0.0,13.0,996.4,0
The Views,2025-07-03 11:00:00,2025-07-03,37.0,45,0.0,12.6,996.0,0
The Views,2025-07-03 12:00:00,2025-07-03,39.0,38,0.0,8.5,995.2,0
The Views,2025-07-03 13:00:00,2025-07-03,39.7,41,0.0,11.2,995.0,1
The Views,2025-07-03 14:00:00,2025-07-03,39.0,47,0.0,21.4,994.2,0
The Views,2025-07-03 15:00:00,2025-07-03,38.2,47,0.0,21.9,994.0,0
The Views,2025-07-03 16:00:00,2025-07-03,38.1,45,0.0,18.9,993.7,0
The Views,2025-07-03 17:00:00,2025-07-03,37.0,50,0.0,18.9,993.2,0
The Views,2025-07-03 18:00:00,2025-07-03,35.2,58,0.0,20.0,993.2,0
The Views,2025-07-03 19:00:00,2025-07-03,34.1,68,0.0,16.6,993.9,0
The Views,2025-07-03 20:00:00,2025-07-03,34.0,70,0.0,14.8,994.0,0
The Views,2025-07-03 21:00:00,2025-07-03,33.0,74,0.0,11.2,995.0,0
The Views,2025-07-03 22:00:00,2025-07-03,33.0,74,0.0,11.2,995.6,0
The Views,2025-07-03 23:00:00,2025-07-03,33.0,74,0.0,12.0,995.2,0
The Views,2025-07-04 00:00:00,2025-07-04,33.0,74,0.0,15.2,995.2,4
The Views,2025-07-04 01:00:00,2025-07-04,31.9,77,0.0,13.0,995.4,4
The Views,2025-07-04 02:00:00,2025-07-04,32.0,79,0.0,11.6,995.2,2
The Views,2025-07-04 03:00:00,2025-07-04,31.8,76,0.0,12.6,995.0,3
The Views,2025-07-04 04:00:00,2025-07-04,31.2,78,0.0,13.4,995.3,2
The Views,2025-07-04 05:00:00,2025-07-04,30.8,79,0.0,16.2,995.2,2
The Views,2025-07-04 06:00:00,2025-07-04,30.8,76,0.0,12.6,996.0,0
The Views,2025-07-04 07:00:00,2025-07-04,31.2,72,0.0,12.2,996.6,0
The Views,2025-07-04 08:00:00,2025-07-04,32.0,70,0.0,12.2,997.0,0
The Views,2025-07-04 09:00:00,2025-07-04,34.8,57,0.0,10.8,997.0,0
The Views,2025-07-04 10:00:00,2025-07-04,35.4,57,0.0,5.4,997.4,0
The Views,2025-07-04 11:00:00,2025-07-04,37.2,48,0.0,7.6,996.2,1
The Views,2025-07-04 12:00:00,2025-07-04,39.2,40,0.0,10.4,996.0,1
The Views,2025-07-04 13:00:00,2025-07-04,38.8,51,0.0,18.8,995.6,3
The Views,2025-07-04 14:00:00,2025-07-04,38.2,54,0.0,21.0,995.0,0
The Views,2025-07-04 15:00:00,2025-07-04,37.0,60,0.0,20.0,994.2,0
The Views,2025-07-04 16:00:00,2025-07-04,36.8,59,0.0,21.9,994.6,0
The Views,2025-07-04 17:00:00,2025-07-04,36.2,63,0.0,21.0,994.0,0
The Views,2025-07-04 18:00:00,2025-07-04,35.2,68,0.0,15.8,994.0,0
The Views,2025-07-04 19:00:00,2025-07-04,35.6,65,0.0,9.4,994.7,0
The Views,2025-07-04 20:00:00,2025-07-04,35.0,66,0.0,12.6,995.0,0
The Views,2025-07-04 21:00:00,2025-07-04,34.0,74,0.0,11.2,996.0,0
The Views,2025-07-04 22:00:00,2025-07-04,34.1,68,0.0,9.9,996.5,0
The Views,2025-07-04 23:00:00,2025-07-04,34.0,63,0.0,10.4,996.2,0
The Views,2025-07-05 00:00:00,2025-07-05,34.0,63,0.0,7.6,996.2,1
The Views,2025-07-05 01:00:00,2025-07-05,33.5,67,0.0,5.9,996.3,1
The Views,2025-07-05 02:00:00,2025-07-05,33.0,73,0.0,7.1,996.0,0
The Views,2025-07-05 03:00:00,2025-07-05,33.0,74,0.0,7.6,995.2,0
The Views,2025-07-05 04:00:00,2025-07-05,32.5,75,0.0,7.6,995.7,0
The Views,2025-07-05 05:00:00,2025-07-05,33.0,71,0.0,6.7,996.0,0
The Views,2025-07-05 06:00:00,2025-07-05,32.2,77,0.0,7.1,996.2,0
The Views,2025-07-05 07:00:00,2025-07-05,32.5,76,0.0,6.7,997.0,0
The Views,2025-07-05 08:00:00,2025-07-05,34.0,70,0.0,5.0,997.2,0
The Views,2025-07-05 09:00:00,2025-07-05,35.0,63,0.0,3.2,997.0,0
The Views,2025-07-05 10:00:00,2025-07-05,36.1,60,0.0,8.5,997.0,0
The Views,2025-07-05 11:00:00,2025-07-05,38.0,54,0.0,3.2,996.2,0
The Views,2025-07-05 12:00:00,2025-07-05,37.0,63,0.0,15.8,996.0,0
The Views,2025-07-05 13:00:00,2025-07-05,37.8,59,0.0,17.0,995.3,0
The Views,2025-07-05 14:00:00,2025-07-05,37.0,55,0.0,22.3,995.0,0
The Views,2025-07-05 15:00:00,2025-07-05,37.8,46,0.0,22.3,994.2,0
The Views,2025-07-05 16:00:00,2025-07-05,37.6,42,0.0,18.9,994.4,3
The Views,2025-07-05 17:00:00,2025-07-05,36.2,52,0.0,18.4,994.2,0
The Views,2025-07-05 18:00:00,2025-07-05,36.0,50,0.0,18.4,994.2,0
The Views,2025-07-05 19:00:00,2025-07-05,34.1,66,0.0,14.8,994.8,2
The Views,2025-07-05 20:00:00,2025-07-05,34.0,66,0.0,13.6,995.2,1
The Views,2025-07-05 21:00:00,2025-07-05,33.2,69,0.0,11.2,996.0,1
The Views,2025-07-05 22:00:00,2025-07-05,33.3,70,0.0,16.6,996.5,2
The Views,2025-07-05 23:00:00,2025-07-05,33.0,74,0.0,16.6,996.2,4
The Views,2025-07-06 00:00:00,2025-07-06,33.0,74,0.0,12.4,996.0,4
The Views,2025-07-06 01:00:00,2025-07-06,32.5,74,0.0,14.4,996.1,3
The Views,2025-07-06 02:00:00,2025-07-06,32.2,74,0.0,11.6,995.2,2
The Views,2025-07-06 03:00:00,2025-07-06,32.0,71,0.0,12.0,995.0,3
The Views,2025-07-06 04:00:00,2025-07-06,31.7,68,0.0,13.4,995.4,2
The Views,2025-07-06 05:00:00,2025-07-06,31.0,69,0.0,13.0,995.2,2
The Views,2025-07-06 06:00:00,2025-07-06,31.0,69,0.0,14.8,995.2,2
The Views,2025-07-06 07:00:00,2025-07-06,30.8,67,0.0,13.0,996.2,2
The Views,2025-07-06 08:00:00,2025-07-06,32.0,62,0.0,13.8,996.2,0
The Views,2025-07-06 09:00:00,2025-07-06,33.8,54,0.0,15.2,996.2,0
The Views,2025-07-06 10:00:00,2025-07-06,34.8,50,0.0,14.8,996.2,0
The Views,2025-07-06 11:00:00,2025-07-06,36.2,45,0.0,15.8,995.2,0
The Views,2025-07-06 12:00:00,2025-07-06,38.2,38,0.0,16.2,995.0,0
The Views,2025-07-06 13:00:00,2025-07-06,38.3,44,0.0,19.7,994.6,0
The Views,2025-07-06 14:00:00,2025-07-06,37.5,41,0.0,24.5,994.0,0
The Views,2025-07-06 15:00:00,2025-07-06,36.7,44,0.0,21.3,994.0,0
The Views,2025-07-06 16:00:00,2025-07-06,35.7,56,0.0,22.7,994.1,0
The Views,2025-07-06 17:00:00,2025-07-06,35.2,58,0.0,23.1,994.0,0
The Views,2025-07-06 18:00:00,2025-07-06,34.2,61,0.0,22.3,994.0,0
The Views,2025-07-06 19:00:00,2025-07-06,33.1,67,0.0,23.1,994.6,0
The Views,2025-07-06 20:00:00,2025-07-06,33.0,67,0.0,22.3,995.0,0
The Views,2025-07-06 21:00:00,2025-07-06,33.0,63,0.0,22.3,995.2,0
The Views,2025-07-06 22:00:00,2025-07-06,32.1,64,0.0,16.6,996.4,3
The Views,2025-07-06 23:00:00,2025-07-06,32.0,63,0.0,15.2,996.2,1
The Views,2025-07-07 00:00:00,2025-07-07,32.0,62,0.0,16.2,996.2,1
The Views,2025-07-07 01:00:00,2025-07-07,31.8,62,0.0,15.2,995.9,1
The Views,2025-07-07 02:00:00,2025-07-07,31.0,59,0.0,16.6,995.0,1
The Views,2025-07-07 03:00:00,2025-07-07,31.0,59,0.0,14.8,995.0,1
The Views,2025-07-07 04:00:00,2025-07-07,30.0,61,0.0,14.8,995.3,1
The Views,2025-07-07 05:00:00,2025-07-07,30.0,59,0.0,14.4,995.2,1
The Views,2025-07-07 06:00:00,2025-07-07,29.0,61,0.0,16.2,995.2,1
The Views,2025-07-07 07:00:00,2025-07-07,29.9,57,0.0,14.8,996.7,1
The Views,2025-07-07 08:00:00,2025-07-07,31.0,52,0.0,13.0,997.2,0
The Views,2025-07-07 09:00:00,2025-07-07,33.0,46,0.0,14.8,997.0,0
The Views,2025-07-07 10:00:00,2025-07-07,33.8,45,0.0,13.8,996.7,0
The Views,2025-07-07 11:00:00,2025-07-07,36.0,37,0.0,15.8,996.2,0
The Views,2025-07-07 12:00:00,2025-07-07,36.2,40,0.0,16.3,996.2,0
The Views,2025-07-07 13:00:00,2025-07-07,36.6,37,0.0,19.6,996.0,0
The Views,2025-07-07 14:00:00,2025-07-07,37.0,37,0.0,21.3,995.2,0
The Views,2025-07-07 15:00:00,2025-07-07,37.0,42,0.0,22.3,995.0,0
The Views,2025-07-07 16:00:00,2025-07-07,36.9,44,0.0,17.9,994.8,0
The Views,2025-07-07 17:00:00,2025-07-07,36.2,44,0.0,20.5,994.2,0
The Views,2025-07-07 18:00:00,2025-07-07,36.2,43,0.0,18.9,994.2,0
The Views,2025-07-07 19:00:00,2025-07-07,34.7,49,0.0,19.7,995.1,0
The Views,2025-07-07 20:00:00,2025-07-07,34.2,56,0.0,15.2,995.2,0
The Views,2025-07-07 21:00:00,2025-07-07,33.2,61,0.0,14.8,996.0,1
The Views,2025-07-07 22:00:00,2025-07-07,33.0,60,0.0,13.0,996.9,1
The Views,2025-07-07 23:00:00,2025-07-07,32.2,64,0.0,11.2,997.0,0
The Views,2025-07-08 00:00:00,2025-07-08,32.0,69,0.0,11.2,997.0,0
The Views,2025-07-08 01:00:00,2025-07-08,31.5,69,0.0,13.4,996.5,0
The Views,2025-07-08 02:00:00,2025-07-08,31.0,70,0.0,14.4,995.2,0
The Views,2025-07-08 03:00:00,2025-07-08,31.0,69,0.0,11.6,995.2,0
The Views,2025-07-08 04:00:00,2025-07-08,30.2,71,0.0,11.6,995.9,0
The Views,2025-07-08 05:00:00,2025-07-08,30.0,70,0.0,10.8,996.0,0
The Views,2025-07-08 06:00:00,2025-07-08,30.0,69,0.0,12.6,996.2,0
The Views,2025-07-08 07:00:00,2025-07-08,30.0,66,0.0,12.2,997.1,0
The Views,2025-07-08 08:00:00,2025-07-08,31.0,61,0.0,12.6,997.2,0
The Views,2025-07-08 09:00:00,2025-07-08,33.0,49,0.0,10.8,997.2,0
The Views,2025-07-08 10:00:00,2025-07-08,34.7,38,0.0,7.1,997.9,0
The Views,2025-07-08 11:00:00,2025-07-08,36.2,32,0.0,8.1,998.0,0
The Views,2025-07-08 12:00:00,2025-07-08,38.2,22,0.0,5.9,997.2,0
The Views,2025-07-08 13:00:00,2025-07-08,37.0,40,0.0,12.6,996.6,0
The Views,2025-07-08 14:00:00,2025-07-08,37.0,38,0.0,21.9,996.0,0
The Views,2025-07-08 15:00:00,2025-07-08,38.0,28,0.0,19.7,995.2,0
The Views,2025-07-08 16:00:00,2025-07-08,37.0,31,0.0,22.3,995.6,0
The Views,2025-07-08 17:00:00,2025-07-08,37.0,32,0.0,20.5,995.2,1
The Views,2025-07-08 18:00:00,2025-07-08,36.0,37,0.0,14.4,995.2,1
The Views,2025-07-08 19:00:00,2025-07-08,35.7,33,0.0,8.0,995.8,1
The Views,2025-07-08 20:00:00,2025-07-08,35.8,29,0.0,5.9,996.2,0
The Views,2025-07-08 21:00:00,2025-07-08,34.5,37,0.0,7.6,996.2,0
The Views,2025-07-08 22:00:00,2025-07-08,34.4,38,0.0,9.4,997.3,1
The Views,2025-07-08 23:00:00,2025-07-08,34.5,37,0.0,14.0,997.2,1
The Views,2025-07-09 00:00:00,2025-07-09,33.3,36,0.0,5.0,997.0,1
The Views,2025-07-09 01:00:00,2025-07-09,32.8,44,0.0,3.6,996.9,1
The Views,2025-07-09 02:00:00,2025-07-09,32.1,49,0.0,6.3,996.2,0
The Views,2025-07-09 03:00:00,2025-07-09,32.1,45,0.0,5.4,996.2,0
The Views,2025-07-09 04:00:00,2025-07-09,31.5,46,0.0,5.4,996.3,0
The Views,2025-07-09 05:00:00,2025-07-09,30.8,47,0.0,7.1,996.0,1
The Views,2025-07-09 06:00:00,2025-07-09,30.1,52,0.0,4.0,996.2,0
The Views,2025-07-09 07:00:00,2025-07-09,31.3,49,0.0,3.6,997.5,0
The Views,2025-07-09 08:00:00,2025-07-09,32.8,51,0.0,6.7,997.2,0
The Views,2025-07-09 09:00:00,2025-07-09,35.0,41,0.0,9.0,998.0,0
The Views,2025-07-09 10:00:00,2025-07-09,35.8,44,0.0,10.4,997.8,0
The Views,2025-07-09 11:00:00,2025-07-09,36.2,39,0.0,11.2,998.0,0
The Views,2025-07-09 12:00:00,2025-07-09,36.8,43,0.0,20.5,997.2,0
The Views,2025-07-09 13:00:00,2025-07-09,36.8,38,0.0,17.0,997.1,0
The Views,2025-07-09 14:00:00,2025-07-09,38.0,28,0.0,16.2,996.2,0
The Views,2025-07-09 15:00:00,2025-07-09,38.0,27,0.0,18.4,996.0,0
The Views,2025-07-09 16:00:00,2025-07-09,37.2,32,0.0,18.9,995.7,0
The Views,2025-07-09 17:00:00,2025-07-09,37.0,36,0.0,17.0,995.0,0
The Views,2025-07-09 18:00:00,2025-07-09,36.0,39,0.0,14.8,995.0,0
The Views,2025-07-09 19:00:00,2025-07-09,35.7,38,0.0,11.6,995.6,0
The Views,2025-07-09 20:00:00,2025-07-09,35.8,37,0.0,7.6,996.0,1
The Views,2025-07-09 21:00:00,2025-07-09,35.2,33,0.0,9.0,996.2,1
The Views,2025-07-09 22:00:00,2025-07-09,34.8,35,0.0,5.4,997.0,1
The Views,2025-07-09 23:00:00,2025-07-09,34.3,35,0.0,6.7,997.0,1
The Views,2025-07-10 00:00:00,2025-07-10,33.8,35,0.0,9.4,997.0,1
The Views,2025-07-10 01:00:00,2025-07-10,33.5,34,0.0,4.5,996.5,1
The Views,2025-07-10 02:00:00,2025-07-10,32.8,35,0.0,4.5,996.0,0
The Views,2025-07-10 03:00:00,2025-07-10,32.3,32,0.0,7.1,996.0,0
The Views,2025-07-10 04:00:00,2025-07-10,32.0,34,0.0,5.0,995.9,0
The Views,2025-07-10 05:00:00,2025-07-10,31.1,35,0.0,5.4,996.0,1
The Views,2025-07-10 06:00:00,2025-07-10,30.8,38,0.0,7.2,996.2,1
The Views,2025-07-10 07:00:00,2025-07-10,31.3,32,0.0,4.6,996.8,1
The Views,2025-07-10 08:00:00,2025-07-10,33.2,53,0.0,4.6,997.2,0
The Views,2025-07-10 09:00:00,2025-07-10,34.8,52,0.0,10.4,997.2,0
The Views,2025-07-10 10:00:00,2025-07-10,35.6,47,0.0,8.5,997.7,0
The Views,2025-07-10 11:00:00,2025-07-10,37.8,35,0.0,8.6,997.2,0
The Views,2025-07-10 12:00:00,2025-07-10,38.2,40,0.0,12.2,997.2,0
The Views,2025-07-10 13:00:00,2025-07-10,39.2,24,0.0,15.6,997.1,1
The Views,2025-07-10 14:00:00,2025-07-10,39.0,21,0.0,20.5,996.2,0
The Views,2025-07-10 15:00:00,2025-07-10,39.0,21,0.0,18.4,996.0,1
The Views,2025-07-10 16:00:00,2025-07-10,39.5,24,0.0,18.9,995.7,1
The Views,2025-07-10 17:00:00,2025-07-10,38.0,29,0.0,20.5,995.2,1
The Views,2025-07-10 18:00:00,2025-07-10,38.0,24,0.0,16.1,995.2,1
The Views,2025-07-10 19:00:00,2025-07-10,36.9,27,0.0,14.4,996.1,1
The Views,2025-07-10 20:00:00,2025-07-10,36.5,27,0.0,5.4,996.2,0
The Views,2025-07-10 21:00:00,2025-07-10,36.3,30,0.0,8.5,997.0,0
The Views,2025-07-10 22:00:00,2025-07-10,35.6,30,0.0,7.1,997.6,0
The Views,2025-07-10 23:00:00,2025-07-10,35.3,36,0.0,7.1,997.2,0
The Views,2025-07-11 00:00:00,2025-07-11,34.1,44,0.0,8.5,997.2,0
The Views,2025-07-11 01:00:00,2025-07-11,34.0,43,0.0,7.1,997.4,1
The Views,2025-07-11 02:00:00,2025-07-11,33.1,45,0.0,7.1,996.2,0
The Views,2025-07-11 03:00:00,2025-07-11,33.1,50,0.0,10.8,996.2,0
The Views,2025-07-11 04:00:00,2025-07-11,32.5,52,0.0,7.1,996.6,0
The Views,2025-07-11 05:00:00,2025-07-11,32.3,52,0.0,8.1,996.2,0
The Views,2025-07-11 06:00:00,2025-07-11,32.1,57,0.0,6.3,997.0,0
The Views,2025-07-11 07:00:00,2025-07-11,32.4,57,0.0,8.5,997.8,0
The Views,2025-07-11 08:00:00,2025-07-11,35.0,45,0.0,12.4,998.0,0
The Views,2025-07-11 09:00:00,2025-07-11,37.0,43,0.0,19.7,998.0,0
The Views,2025-07-11 10:00:00,2025-07-11,38.6,34,0.0,28.3,998.0,0
The Views,2025-07-11 11:00:00,2025-07-11,40.0,33,0.0,28.1,998.2,0
The Views,2025-07-11 12:00:00,2025-07-11,40.8,31,0.0,23.5,997.2,0
The Views,2025-07-11 13:00:00,2025-07-11,41.9,26,0.0,18.3,997.1,0
The Views,2025-07-11 14:00:00,2025-07-11,43.0,24,0.0,16.1,996.2,0
The Views,2025-07-11 15:00:00,2025-07-11,42.2,30,0.0,21.9,995.2,0
The Views,2025-07-11 16:00:00,2025-07-11,41.5,39,0.0,14.0,995.6,0
The Views,2025-07-11 17:00:00,2025-07-11,38.5,53,0.0,25.1,995.2,0
The Views,2025-07-11 18:00:00,2025-07-11,37.5,50,0.0,21.9,996.0,0
The Views,2025-07-11 19:00:00,2025-07-11,36.9,51,0.0,16.2,997.0,0
The Views,2025-07-11 20:00:00,2025-07-11,37.8,47,0.0,13.4,997.2,0
The Views,2025-07-11 21:00:00,2025-07-11,37.8,39,0.0,11.2,998.0,0
The Views,2025-07-11 22:00:00,2025-07-11,37.7,36,0.0,14.4,998.3,2
The Views,2025-07-11 23:00:00,2025-07-11,37.5,33,0.0,14.9,998.2,1
The Views,2025-07-12 00:00:00,2025-07-12,36.5,41,0.0,14.4,998.0,1
The Views,2025-07-12 01:00:00,2025-07-12,35.2,51,0.0,16.7,998.3,1
The Views,2025-07-12 02:00:00,2025-07-12,34.8,53,0.0,12.6,998.0,1
The Views,2025-07-12 03:00:00,2025-07-12,34.5,48,0.0,17.9,997.2,1
The Views,2025-07-12 04:00:00,2025-07-12,34.0,53,0.0,17.9,997.9,1
The Views,2025-07-12 05:00:00,2025-07-12,33.8,58,0.0,18.9,998.0,2
The Views,2025-07-12 06:00:00,2025-07-12,32.8,62,0.0,14.8,998.2,0
The Views,2025-07-12 07:00:00,2025-07-12,33.3,55,0.0,12.0,998.5,4
The Views,2025-07-12 08:00:00,2025-07-12,35.2,45,0.0,14.7,999.0,0
The Views,2025-07-12 09:00:00,2025-07-12,37.0,37,0.0,15.8,999.2,0
The Views,2025-07-12 10:00:00,2025-07-12,39.5,30,0.0,18.0,999.5,0
The Views,2025-07-12 11:00:00,2025-07-12,41.0,27,0.0,17.5,999.2,0
The Views,2025-07-12 12:00:00,2025-07-12,42.2,23,0.0,11.8,999.0,0
The Views,2025-07-12 13:00:00,2025-07-12,41.5,38,0.0,16.6,998.4,0
The Views,2025-07-12 14:00:00,2025-07-12,39.5,44,0.0,24.1,998.0,0
The Views,2025-07-12 15:00:00,2025-07-12,40.0,40,0.0,20.9,998.0,0
The Views,2025-07-12 16:00:00,2025-07-12,40.9,32,0.0,22.9,997.4,8
The Views,2025-07-12 17:00:00,2025-07-12,40.6,32,0.0,21.4,997.1,8
