location_name,date,humidity,pm10,pm25,temperature,temp_meteostat,temp_min_meteostat,temp_max_meteostat,humidity_meteostat,precipitation_meteostat,wind_speed_meteostat,pressure_meteostat,cloud_cover_meteostat
The Views,2024-11-08,47.9,67.0,59.9,29.4,28.9,25.4,34.2,63,0.0,11.0,1014.1,0
The Views,2024-11-09,46.2,60.9,50.7,28.8,28.8,24.6,34.0,57,0.0,9.5,1013.8,0
The Views,2024-11-10,44.8,62.7,53.8,29.3,29.1,25.0,33.0,61,0.0,11.1,1014.9,0
The Views,2024-11-11,47.3,57.3,47.4,29.4,29.6,25.7,33.9,60,0.0,12.0,1015.2,0
The Views,2024-11-12,47.3,55.6,45.3,29.4,29.4,25.5,33.1,60,0.0,12.6,1013.6,0
The Views,2024-11-13,47.6,66.6,55.6,29.1,28.8,25.4,32.4,61,0.0,11.1,1011.7,0
The Views,2024-11-14,51.7,71.6,63.5,28.8,28.8,24.9,33.0,68,0.0,13.5,1011.6,1
The Views,2024-11-15,45.3,34.6,29.8,28.9,28.3,24.5,32.3,61,0.0,14.0,1013.8,1
The Views,2024-11-16,39.0,18.7,17.0,28.5,27.3,23.3,30.6,53,0.0,14.5,1014.2,1
The Views,2024-11-17,39.6,39.0,33.9,28.0,27.4,22.2,31.4,50,0.0,11.4,1013.3,1
The Views,2024-11-18,37.9,57.9,47.9,28.0,27.8,24.0,33.0,47,0.0,9.2,1013.8,0
The Views,2024-11-19,40.7,49.5,41.0,28.1,27.5,23.0,32.0,53,0.0,10.5,1015.3,0
The Views,2024-11-20,43.3,59.5,49.5,27.8,27.7,24.0,31.0,56,0.0,9.7,1015.0,0
The Views,2024-11-21,45.2,62.1,50.6,27.6,27.2,24.0,31.0,58,0.0,11.1,1014.4,0
The Views,2024-11-22,51.0,74.8,64.9,27.9,27.4,23.7,32.1,67,0.0,10.4,1014.0,0
The Views,2024-11-23,52.6,68.4,60.4,27.9,27.7,22.9,31.2,69,0.0,10.2,1013.9,2
The Views,2024-11-24,48.0,38.8,32.4,27.8,27.0,23.0,31.4,64,0.0,11.1,1013.4,1
The Views,2024-11-25,46.3,40.4,34.6,28.5,27.6,23.6,32.9,62,0.0,10.5,1013.9,0
The Views,2024-11-26,43.5,34.0,30.4,29.2,27.9,24.7,32.6,59,0.0,10.8,1015.1,1
The Views,2024-11-27,44.0,47.0,39.1,28.8,28.2,23.7,33.4,58,0.0,10.4,1013.9,0
The Views,2024-11-28,50.0,46.2,38.3,28.0,27.5,23.6,31.2,66,0.0,18.0,1014.3,2
The Views,2024-11-29,43.6,11.5,10.4,27.7,25.9,24.9,28.4,56,0.0,21.7,1016.2,2
The Views,2024-11-30,39.5,13.6,12.6,26.9,25.0,21.0,27.7,51,0.0,21.0,1015.8,2
The Views,2024-12-01,37.2,9.18,8.31,26.4,24.8,24.0,26.0,47,0.0,21.0,1013.7,2
The Views,2024-12-02,39.0,30.9,28.5,26.0,23.7,19.0,26.5,50,0.0,12.0,1013.5,2
The Views,2024-12-03,35.8,24.3,20.4,25.3,23.5,18.9,27.0,42,0.0,11.3,1015.8,1
The Views,2024-12-04,34.2,18.2,16.8,26.3,23.9,19.8,27.6,41,0.0,10.7,1017.2,0
The Views,2024-12-05,38.1,34.9,30.4,26.3,23.8,19.5,27.0,46,0.0,9.6,1017.4,0
The Views,2024-12-06,44.7,72.5,65.5,26.7,24.7,20.0,28.4,60,0.0,8.8,1017.7,0
The Views,2024-12-07,43.4,51.5,43.5,28.0,25.7,22.3,30.0,61,0.0,10.3,1017.4,1
The Views,2024-12-08,35.5,30.5,25.8,27.3,25.2,20.3,30.3,44,0.0,12.7,1019.1,0
The Views,2024-12-09,32.9,12.3,10.4,27.0,24.4,18.7,29.7,44,0.0,11.5,1018.3,0
The Views,2024-12-10,40.4,29.6,26.9,26.7,24.2,20.0,27.3,55,0.0,10.2,1016.8,2
The Views,2024-12-11,38.9,23.1,20.2,27.0,24.6,20.7,29.5,52,0.0,14.7,1017.9,2
The Views,2024-12-12,36.3,13.7,11.8,26.7,24.1,20.4,29.2,47,0.0,11.2,1017.9,1
The Views,2024-12-13,37.2,23.4,20.9,26.3,24.0,19.7,28.3,49,0.0,10.2,1016.8,1
The Views,2024-12-14,38.2,46.3,38.5,26.2,23.8,19.6,27.5,51,0.0,11.7,1016.6,1
The Views,2024-12-15,37.9,40.6,33.9,25.3,22.2,18.3,26.0,54,0.2,13.7,1019.5,2
The Views,2024-12-16,35.7,23.1,18.6,25.8,22.2,18.0,25.0,51,0.0,11.9,1020.9,2
The Views,2024-12-17,32.6,36.9,29.9,25.5,22.0,18.4,25.6,41,0.0,9.6,1019.3,1
The Views,2024-12-18,36.2,35.2,31.0,25.5,21.0,19.0,25.0,51,0.0,13.8,1016.6,4
The Views,2024-12-19,37.9,48.0,40.5,24.7,21.3,17.0,25.1,54,0.0,10.5,1016.0,3
The Views,2024-12-20,37.8,50.6,42.8,24.7,21.7,16.7,26.6,52,0.0,9.1,1016.7,1
The Views,2024-12-21,38.7,38.8,32.8,24.6,20.9,15.9,25.3,54,0.0,11.1,1015.1,1
The Views,2024-12-22,40.5,34.6,30.9,24.1,20.3,15.6,25.0,60,0.0,15.9,1014.8,2
The Views,2024-12-23,41.3,44.5,37.6,24.1,20.8,15.9,25.6,60,0.0,10.4,1016.1,2
The Views,2024-12-24,42.7,58.9,47.8,25.0,22.9,18.0,27.4,57,0.0,10.2,1016.9,1
The Views,2024-12-25,43.6,65.3,55.6,25.2,22.2,18.6,26.4,59,0.0,10.7,1018.2,1
The Views,2024-12-26,44.6,71.6,61.2,25.1,22.5,18.0,27.0,60,0.0,9.7,1020.4,1
The Views,2024-12-27,38.6,46.4,38.9,25.5,23.0,19.0,28.5,50,0.0,10.3,1021.2,0
The Views,2024-12-28,38.1,41.0,34.9,25.6,22.9,17.9,28.0,50,0.0,10.4,1020.5,1
The Views,2024-12-29,43.3,53.4,43.6,25.2,22.6,17.5,26.9,60,0.0,9.8,1019.5,2
The Views,2024-12-30,49.7,69.0,58.7,25.7,23.3,19.9,27.5,71,0.0,9.1,1017.9,2
The Views,2024-12-31,45.9,73.9,65.2,26.3,24.4,21.0,28.7,63,0.0,9.4,1016.9,3
The Views,2025-01-01,41.3,45.9,38.8,25.7,22.7,20.0,27.2,60,0.0,17.1,1016.1,4
The Views,2025-01-02,31.8,9.9,8.56,25.3,21.8,20.4,23.7,42,0.0,28.8,1018.5,2
The Views,2025-01-03,38.0,25.1,22.0,23.3,19.4,16.7,23.4,42,0.0,13.2,1020.4,2
The Views,2025-01-04,33.2,21.6,20.1,22.6,19.3,13.0,23.1,36,0.0,12.0,1021.4,1
The Views,2025-01-05,37.0,33.0,29.5,23.1,19.2,14.5,23.3,47,0.0,10.9,1020.8,2
The Views,2025-01-06,36.7,45.6,39.9,23.6,20.4,14.8,26.5,49,0.0,13.1,1019.5,0
The Views,2025-01-07,37.3,38.7,33.7,24.3,21.1,16.0,27.5,49,0.0,10.9,1019.4,3
The Views,2025-01-08,41.7,37.5,31.9,24.0,20.6,15.5,25.6,54,0.0,10.7,1017.4,3
The Views,2025-01-09,45.5,59.4,51.1,24.1,20.3,16.5,24.5,68,0.0,11.8,1015.6,2
The Views,2025-01-10,44.8,52.1,44.1,23.9,20.6,15.6,25.2,62,0.0,11.1,1017.7,1
The Views,2025-01-11,38.0,27.1,24.7,24.1,21.9,16.0,28.2,45,0.0,10.0,1018.7,0
The Views,2025-01-12,33.4,24.8,23.0,22.6,21.7,15.5,27.0,43,0.0,9.8,1018.3,0
The Views,2025-01-13,43.1,46.2,38.7,25.2,21.4,17.9,24.0,62,0.4,15.7,1018.6,3
The Views,2025-01-14,41.5,59.1,47.9,24.7,20.5,16.6,24.2,59,0.0,13.5,1019.1,2
