date,temp_meteostat,temp_min_meteostat,temp_max_meteostat,humidity_meteostat,precipitation_meteostat,snow_depth_meteostat,wind_speed_meteostat,wind_gust_meteostat,pressure_meteostat,sunshine_meteostat,cloud_cover_meteostat
2025-07-03,34.3,30.8,40.5,65,0.0,,13.8,,994.8,,0
2025-07-04,34.7,30.5,41.1,66,0.0,,14.1,,995.5,,1
2025-07-05,34.5,32.0,38.8,65,0.0,,12.1,,995.6,,1
2025-07-06,33.6,30.7,38.3,61,0.0,,17.1,,995.1,,1
2025-07-07,33.2,29.0,37.3,53,0.0,,16.3,,995.6,,0
2025-07-08,34.4,29.6,38.8,47,0.0,,12.7,,996.2,,0
2025-07-09,35.1,31.0,38.4,39,0.0,,10.3,,996.5,,0
2025-07-10,35.9,31.5,40.2,32,0.0,,10.5,,996.4,,0
2025-07-11,37.2,33.0,43.0,42,0.0,,15.4,,996.9,,0
2025-07-12,38.0,32.9,43.5,42,0.0,,16.7,,998.4,,1
2025-07-13,38.9,35.0,45.0,33,0.0,,14.5,,998.6,,1
2025-07-14,39.9,36.0,45.0,29,0.0,,14.1,,996.8,,2
2025-07-15,40.4,35.7,45.6,29,0.0,,13.0,,995.7,,2
2025-07-16,39.0,36.5,44.5,34,0.0,,14.1,,996.4,,1
2025-07-17,38.4,33.7,43.3,34,0.0,,12.4,,997.0,,0
2025-07-18,39.9,35.5,46.0,33,0.0,,13.8,,996.9,,0
2025-07-19,38.2,35.3,44.1,42,0.0,,16.0,,995.6,,0
2025-07-20,37.4,33.7,40.8,55,0.0,,12.4,,993.7,,1
2025-07-21,39.8,35.0,44.0,42,0.0,,15.1,,994.1,,0
2025-07-22,39.1,34.0,45.3,44,0.0,,14.1,,995.3,,0
2025-07-23,35.8,34.0,39.2,58,0.0,,13.4,,993.6,,0
2025-07-24,36.8,32.4,42.1,58,0.0,,12.3,,991.5,,0
2025-07-25,38.9,34.0,45.0,49,0.0,,16.9,,991.8,,1
2025-07-26,39.4,33.7,45.0,41,0.0,,14.4,,994.1,,0
2025-07-27,39.6,36.8,44.8,33,0.0,,14.7,,995.0,,1
2025-07-28,40.4,35.7,46.6,34,0.0,,14.5,,995.6,,2
2025-07-29,39.3,37.0,47.4,36,0.0,,15.0,,996.5,,0
2025-07-30,37.0,34.2,40.4,44,0.0,,12.6,,995.7,,0
2025-07-31,39.5,34.5,43.7,40,0.0,,11.9,,993.3,,2
2025-08-01,39.7,34.9,46.1,37,0.0,,20.5,,994.5,,1
2025-08-02,38.4,33.0,45.2,46,0.0,,17.2,,996.9,,0
2025-08-03,39.0,34.4,43.0,40,0.0,,14.4,,997.4,,0
2025-08-04,37.7,33.3,44.2,47,0.0,,17.9,,998.8,,0
2025-08-05,38.2,33.6,43.2,40,0.0,,15.6,,999.4,,0
2025-08-06,38.9,35.7,43.4,33,0.0,,15.8,,998.9,,1
2025-08-07,38.1,34.0,43.0,38,0.0,,15.8,,999.3,,0
2025-08-08,37.6,33.0,42.9,45,0.0,,16.2,,1000.3,,0
2025-08-09,37.9,34.4,42.6,42,0.0,,15.2,,1002.2,,0
2025-08-10,38.6,34.0,42.9,36,0.0,,15.4,,1001.5,,1
2025-08-11,38.1,35.4,42.4,34,0.0,,15.1,,1001.7,,1
2025-08-12,37.8,35.0,42.7,36,0.0,,14.2,,1001.2,,0
2025-08-13,36.9,33.0,40.2,46,0.0,,13.6,,998.9,,0
2025-08-14,37.4,33.4,39.7,42,0.0,,11.2,,996.8,,0
2025-08-15,38.3,33.6,43.3,41,0.0,,23.5,,996.3,,0
2025-08-16,37.3,32.5,45.4,47,0.0,,16.3,,996.5,,0
2025-08-17,37.8,34.3,43.7,42,0.0,,13.5,,996.8,,2
2025-08-18,38.3,34.5,43.8,39,0.0,,12.5,,998.1,,2
2025-08-19,36.7,34.7,40.5,45,0.0,,15.9,,998.4,,1
2025-08-20,37.8,35.0,44.2,47,0.0,,14.8,,996.3,,2
2025-08-21,36.5,33.6,40.8,49,0.0,,15.9,,999.3,,2
2025-08-22,36.1,32.8,39.0,50,0.0,,16.7,,1000.1,,0
2025-08-23,36.0,33.0,40.8,51,0.0,,14.2,,997.9,,0
2025-08-24,35.3,32.3,39.2,63,0.0,,14.2,,998.2,,0
2025-08-25,36.4,33.0,41.0,42,0.0,,13.0,,998.3,,2
2025-08-26,37.8,33.0,42.0,34,0.0,,11.0,,998.6,,2
2025-08-27,37.6,33.0,44.0,47,0.0,,16.0,,998.3,,1
2025-08-28,37.5,33.0,45.0,43,0.0,,15.1,,999.4,,1
2025-08-29,38.5,35.0,43.0,35,0.0,,12.0,,999.2,,1
2025-08-30,37.4,34.0,43.0,47,0.0,,13.2,,1000.2,,2
2025-08-31,38.4,34.0,44.0,36,0.0,,12.6,,1000.0,,1
2025-09-01,36.5,34.0,43.0,50,0.0,,13.6,,997.5,,1
2025-09-02,35.0,32.0,39.0,65,0.0,,13.5,,997.3,,0
2025-09-03,35.8,31.0,42.0,53,0.0,,13.4,,998.9,,0
2025-09-04,36.6,31.0,43.0,48,0.0,,19.4,,1000.2,,0
2025-09-05,37.0,33.0,42.0,42,0.0,,14.4,,1002.4,,0
2025-09-06,37.5,35.0,42.0,41,0.0,,13.7,,1002.8,,1
2025-09-07,35.1,32.0,38.0,59,0.0,,12.4,,1001.2,,1
2025-09-08,34.7,31.0,39.0,67,0.0,,11.8,,999.2,,1
2025-09-09,36.3,32.0,43.0,60,0.0,,13.0,,1000.2,,1
2025-09-10,35.8,32.0,41.0,43,0.0,,11.8,,1001.5,,3
2025-09-11,35.5,32.0,40.0,51,0.0,,16.9,,1001.2,,1
2025-09-12,35.2,32.0,40.0,56,0.0,,19.2,,1002.2,,2
2025-09-13,34.4,31.0,39.0,54,0.0,,20.8,,1003.8,,1
2025-09-14,33.9,30.0,39.0,53,0.0,,18.2,,1005.0,,1
2025-09-15,33.6,31.0,37.0,54,0.0,,17.2,,1005.0,,0
2025-09-16,34.1,31.0,38.0,67,0.0,,13.8,,1004.0,,1
2025-09-17,34.8,32.0,40.0,64,0.0,,11.9,,1003.5,,0
2025-09-18,34.5,31.0,39.0,62,0.0,,11.8,,1003.3,,1
2025-09-19,33.8,31.0,37.0,64,0.0,,10.6,,1003.0,,1
2025-09-20,35.3,31.0,41.0,54,0.0,,16.3,,1002.7,,0
2025-09-21,35.3,32.0,40.0,46,0.0,,13.5,,1003.5,,1
2025-09-22,34.6,32.0,39.0,53,0.0,,12.2,,1004.8,,0
2025-09-23,33.9,32.0,37.0,66,0.0,,11.5,,1005.4,,1
2025-09-24,33.5,30.0,38.0,62,0.0,,18.0,,1003.3,,0
2025-09-25,32.7,29.0,38.0,57,0.0,,13.1,,1002.6,,0
2025-09-26,34.1,31.0,39.0,49,0.0,,11.4,,1004.9,,0
2025-09-27,35.1,32.0,40.0,48,0.0,,12.5,,1006.8,,0
2025-09-28,34.8,30.0,39.0,51,0.0,,12.7,,1007.0,,0
2025-09-29,33.4,29.0,38.0,61,0.0,,12.8,,1004.4,,0
2025-09-30,32.9,29.0,38.0,66,0.0,,12.8,,1001.7,,1
2025-10-01,32.7,28.0,37.0,70,0.0,,13.6,,1000.5,,0
2025-10-02,33.0,29.0,36.0,63,0.0,,12.1,,1003.2,,0
2025-10-03,33.2,28.0,37.0,60,0.0,,13.5,,1007.0,,0
2025-10-04,32.7,29.0,36.0,59,0.0,,12.5,,1008.0,,0
2025-10-05,32.0,28.0,36.0,66,0.0,,12.0,,1006.7,,0
2025-10-06,32.2,28.0,38.0,65,0.0,,12.8,,1006.8,,0
2025-10-07,32.8,29.0,39.0,57,0.0,,12.5,,1007.7,,0
2025-10-08,32.0,29.0,37.0,60,0.0,,7.2,,1008.5,,0
2025-10-09,32.4,28.0,37.0,52,0.0,,7.2,,1010.7,,0
2025-10-10,32.7,29.0,38.0,50,0.0,,7.8,,1010.2,,0
2025-10-11,31.4,28.0,36.0,58,0.0,,10.5,,1009.4,,0
2025-10-12,32.4,29.0,37.0,48,0.0,,13.4,,1009.9,,1
2025-10-13,33.1,30.0,36.0,44,0.0,,11.3,,1011.0,,2
2025-10-14,32.6,30.0,36.0,50,0.0,,15.5,,1009.8,,0
2025-10-15,31.7,28.0,36.0,62,0.0,,11.8,,1008.3,,0
2025-10-16,31.2,28.0,36.0,61,0.0,,14.0,,1009.5,,0
2025-10-17,31.5,28.0,35.0,48,0.0,,14.2,,1011.8,,0
2025-10-18,31.3,28.0,35.0,51,0.0,,14.2,,1011.4,,0
2025-10-19,30.8,28.0,34.0,60,0.0,,12.7,,1009.7,,1
2025-10-20,31.1,28.0,35.0,60,0.0,,11.9,,1009.2,,1
2025-10-21,31.3,28.0,36.0,53,0.0,,11.0,,1011.1,,0
2025-10-22,32.4,28.0,36.0,47,0.0,,11.8,,1013.1,,0
2025-10-23,31.1,28.0,35.0,56,0.0,,13.3,,1012.6,,0
2025-10-24,31.0,27.0,35.0,48,0.0,,11.5,,1011.8,,0
2025-10-25,30.2,27.0,34.0,50,0.0,,10.9,,1010.0,,0
2025-10-26,29.8,26.0,33.0,56,0.0,,9.9,,1009.7,,0
2025-10-27,29.8,27.0,33.0,59,0.0,,10.7,,1010.5,,0
2025-10-28,30.2,27.0,33.0,59,0.0,,13.2,,1010.9,,0
2025-10-29,30.8,27.0,34.0,56,0.0,,14.6,,1010.5,,0
2025-10-30,30.3,26.0,33.0,59,0.0,,13.1,,1010.4,,0
2025-10-31,30.5,28.0,33.0,56,0.0,,13.0,,1012.1,,0
2025-11-01,30.5,26.0,34.0,48,0.0,,14.0,,1013.0,,0
2025-11-02,29.8,26.0,33.0,50,0.0,,11.4,,1013.6,,0
2025-11-03,29.1,25.0,32.0,50,0.0,,13.3,,1012.9,,2
2025-11-04,29.5,25.0,33.0,51,0.0,,12.4,,1013.6,,0
2025-11-05,29.7,26.0,33.0,33,0.0,,12.2,,1013.3,,0
2025-11-06,29.1,26.0,34.0,42,0.0,,11.4,,1013.0,,0
2025-11-07,27.9,24.0,32.0,35,0.0,,11.0,,1014.8,,0
2025-11-08,27.9,23.0,32.0,30,0.0,,11.0,,1016.7,,0
2025-11-09,28.2,24.0,31.0,44,0.0,,12.7,,1016.2,,0
2025-11-10,27.9,24.0,31.0,48,0.0,,10.4,,1014.8,,2
2025-11-11,27.7,24.0,31.0,54,0.0,,10.9,,1014.8,,0
2025-11-12,27.9,23.0,33.0,47,0.0,,10.5,,1016.3,,1
2025-11-13,27.6,23.0,31.0,48,0.0,,11.5,,1017.7,,0
2025-11-14,27.4,23.0,31.0,49,0.0,,11.5,,1017.0,,0
2025-11-15,27.1,23.0,31.0,48,0.0,,11.1,,1016.6,,1
2025-11-16,27.4,23.0,33.0,48,0.0,,11.2,,1018.4,,2
2025-11-17,27.1,23.0,31.0,53,0.0,,11.5,,1018.9,,2
2025-11-18,26.8,23.0,31.0,57,0.0,,10.4,,1016.3,,2
2025-11-19,27.2,23.0,33.0,61,0.0,,9.9,,1015.0,,0
2025-11-20,26.4,20.0,31.0,70,0.0,,11.3,,1016.5,,1
2025-11-21,27.2,22.0,31.0,63,0.0,,9.5,,1017.4,,0
2025-11-22,26.9,21.0,33.0,51,0.0,,9.1,,1017.3,,0
2025-11-23,26.6,21.0,32.0,39,0.0,,8.8,,1016.9,,0
2025-11-24,26.5,22.0,31.0,47,0.0,,10.0,,1016.7,,0
2025-11-25,25.6,21.0,31.0,51,0.0,,10.4,,1017.2,,0
2025-11-26,25.3,20.0,30.0,50,0.0,,9.7,,1016.5,,0
2025-11-27,25.2,21.0,29.0,46,0.0,,8.8,,1016.8,,1
2025-11-28,25.1,22.0,28.0,49,0.0,,9.6,,1017.8,,1
2025-11-29,25.4,22.0,28.0,50,0.0,,10.8,,1016.8,,0
2025-11-30,25.0,20.0,29.0,50,0.0,,9.0,,1016.2,,1
2025-12-01,24.9,21.0,28.0,50,0.0,,9.9,,1016.2,,1
2025-12-02,25.0,20.0,29.0,56,0.0,,10.5,,1016.0,,1
2025-12-03,25.2,22.0,29.0,63,0.0,,9.5,,1015.9,,1
2025-12-04,25.5,21.0,30.0,58,0.0,,11.4,,1017.0,,2
2025-12-05,26.0,23.0,29.0,53,0.0,,11.0,,1017.6,,6
2025-12-06,25.5,22.0,29.0,61,0.0,,11.3,,1018.0,,2
2025-12-07,25.8,22.0,30.0,53,0.0,,11.9,,1018.4,,1
2025-12-08,26.3,21.0,32.0,35,0.0,,12.3,,1018.7,,1
2025-12-09,25.6,20.0,30.0,39,0.0,,10.2,,1017.5,,2
2025-12-10,24.3,19.0,29.0,50,0.0,,11.9,,1017.0,,2
2025-12-11,24.8,21.0,30.0,59,0.0,,11.2,,1015.8,,3
2025-12-12,25.6,22.0,30.0,50,0.0,,9.6,,1014.4,,3
2025-12-13,25.5,21.0,30.0,48,0.0,,11.2,,1013.5,,3
2025-12-14,23.8,22.0,25.0,60,0.0,,11.7,,1015.0,,3
2025-12-15,24.5,20.0,30.0,57,0.0,,11.2,,1014.6,,2
2025-12-16,24.0,22.0,26.0,61,0.0,,17.5,,1012.0,,4
2025-12-17,25.0,22.0,28.0,60,0.0,,19.1,,1012.3,,4
2025-12-18,23.9,22.0,26.0,71,17.4,,17.1,,1013.8,,4
2025-12-19,20.6,17.0,22.0,71,25.4,,17.8,,1013.5,,3
2025-12-20,17.6,14.0,22.0,60,0.0,,16.8,,1016.0,,3
2025-12-21,18.6,14.0,22.0,56,0.0,,6.2,,1018.8,,2
2025-12-22,20.5,16.0,24.0,50,0.0,,7.8,,1019.9,,1
2025-12-23,20.5,17.0,24.0,52,0.0,,10.0,,1018.8,,0
2025-12-24,21.2,17.0,25.0,54,0.0,,10.9,,1017.2,,1
2025-12-25,21.4,18.0,25.0,64,0.0,,8.8,,1016.1,,3
2025-12-26,21.7,18.0,25.0,65,0.0,,8.8,,1014.9,,2
2025-12-27,22.2,18.0,26.0,60,0.0,,8.7,,1014.2,,2
2025-12-28,23.5,19.0,27.0,54,0.0,,11.2,,1012.7,,3
2025-12-29,23.9,21.0,27.0,62,0.0,,19.3,,1011.7,,3
2025-12-30,23.2,22.0,24.0,42,0.0,,32.1,,1014.8,,2
2025-12-31,21.7,20.0,23.0,48,0.0,,22.7,,1016.5,,4
2026-01-01,20.0,16.0,24.0,53,0.0,,9.0,,1017.2,,1
2026-01-02,20.4,15.0,24.0,62,0.0,,11.1,,1018.5,,1
2026-01-03,20.8,15.0,25.0,72,0.0,,10.3,,1018.6,,2
2026-01-04,22.0,18.0,26.0,71,0.0,,15.2,,1018.8,,2
2026-01-05,22.2,18.0,26.0,55,0.0,,12.2,,1020.3,,1
2026-01-06,22.2,19.0,26.0,47,0.0,,12.2,,1020.3,,1
2026-01-07,22.4,20.0,25.0,46,0.0,,12.3,,1020.5,,1
2026-01-08,21.0,17.0,24.0,47,0.0,,10.9,,1020.2,,0
2026-01-09,21.0,17.0,24.0,55,0.0,,9.5,,1018.5,,1
2026-01-10,21.4,17.0,25.0,57,0.0,,10.8,,1018.5,,3
2026-01-11,22.2,19.0,26.0,53,0.0,,9.7,,1020.3,,2
2026-01-12,21.5,18.0,24.0,58,0.0,,9.9,,1020.7,,1
2026-01-13,21.4,17.0,25.0,60,0.0,,7.2,,1020.2,,0
2026-01-14,21.8,17.0,26.0,51,0.0,,8.0,,1018.0,,1
2026-01-15,22.4,18.0,27.0,44,0.0,,13.6,,1016.2,,4
2026-01-16,21.2,20.0,22.0,50,0.0,,25.2,,1017.7,,4
2026-01-17,20.8,20.0,23.0,54,0.0,,19.6,,1017.1,,4
2026-01-18,19.5,15.0,23.0,62,0.0,,12.0,,1015.6,,2
2026-01-19,20.0,16.0,24.0,64,0.0,,9.0,,1015.6,,1
2026-01-20,21.4,17.0,26.0,57,0.0,,10.9,,1014.7,,1
2026-01-21,20.3,17.0,24.0,59,0.0,,21.0,,1015.9,,3
2026-01-22,18.7,17.0,21.0,33,0.0,,22.3,,1020.1,,1
2026-01-23,18.8,15.0,22.0,37,0.0,,13.0,,1020.7,,2
2026-01-24,19.5,15.0,23.0,47,0.0,,9.8,,1019.0,,3
2026-01-25,21.0,18.0,26.0,59,2.8,,12.5,,1015.3,,5
2026-01-26,21.0,19.0,23.0,64,0.0,,13.9,,1015.5,,3
2026-01-27,20.5,16.0,25.0,57,0.0,,12.1,,1020.5,,2
2026-01-28,21.5,18.0,26.0,54,0.0,,12.8,,1019.7,,3
2026-01-29,22.4,19.0,26.0,55,0.0,,12.0,,1017.0,,3
2026-01-30,21.2,17.0,25.0,56,0.0,,12.3,,1016.7,,2
2026-01-31,19.8,15.0,24.0,64,0.0,,11.8,,1017.6,,2
2026-02-01,20.7,16.0,26.0,66,0.0,,9.0,,1018.5,,0
2026-02-02,22.0,17.0,27.0,53,0.0,,8.2,,1018.8,,0
2026-02-03,22.0,17.0,28.0,63,0.0,,10.2,,1017.0,,0
2026-02-04,23.9,19.0,31.0,58,0.0,,12.1,,1016.0,,1
2026-02-05,22.5,19.0,25.0,63,0.0,,11.1,,1017.4,,1
2026-02-06,22.7,19.0,27.0,66,0.0,,10.3,,1019.6,,2
2026-02-07,23.4,19.0,28.0,67,0.0,,12.8,,1017.5,,1
2026-02-08,24.3,21.0,29.0,55,0.0,,11.1,,1014.3,,2
2026-02-09,24.2,20.0,28.0,50,0.0,,10.7,,1014.1,,2
2026-02-10,22.6,18.0,26.1,66,0.0,,11.1,,1015.5,,2
2026-02-11,23.7,18.9,28.9,59,0.0,,10.8,,1017.0,,2
2026-02-12,24.7,20.1,29.7,55,0.0,,12.3,,1017.7,,2
2026-02-13,25.1,21.0,31.0,56,0.0,,6.2,,1016.3,,0
2026-02-14,25.2,20.0,31.0,42,0.0,,5.2,,1015.2,,0
2026-02-15,25.4,20.0,30.0,36,0.0,,6.5,,1014.2,,0
2026-02-16,24.2,23.0,27.0,57,0.0,,18.2,,1012.2,,1
2026-02-17,24.5,20.0,29.0,52,0.0,,12.3,,1014.0,,0
2026-02-18,25.2,21.0,30.0,35,0.0,,11.2,,1015.5,,0
2026-02-19,25.5,20.0,30.0,41,0.0,,11.5,,1016.1,,0
2026-02-20,25.2,21.0,29.0,42,0.0,,11.2,,1017.4,,0
2026-02-21,25.5,20.0,30.0,56,0.0,,12.2,,1015.7,,0
2026-02-22,24.2,19.0,29.0,62,0.0,,10.8,,1011.2,,0
2026-02-23,23.5,19.0,30.0,71,0.0,,6.8,,1010.2,,1
2026-02-24,24.7,18.0,31.0,62,0.0,,6.2,,1010.6,,1
2026-02-25,25.6,21.0,31.0,53,0.0,,5.9,,1012.1,,0
2026-02-26,23.4,20.0,27.0,64,0.0,,7.4,,1013.1,,2
2026-02-27,22.7,19.0,25.0,58,0.0,,7.1,,1010.8,,2
2026-02-28,23.3,18.0,28.0,60,0.0,,4.6,,1009.8,,1
2026-03-01,26.2,20.0,35.0,44,0.0,,7.8,,1009.5,,2
2026-03-02,28.7,23.0,35.0,29,0.0,,11.3,,1009.9,,2
2026-03-03,29.2,24.0,35.0,30,0.0,,10.6,,1010.6,,3
2026-03-04,26.7,24.0,32.0,56,0.0,,15.1,,1012.4,,3
2026-03-05,24.3,22.8,26.0,68,0.0,,16.6,,1016.0,,3
2026-03-06,23.1,21.1,25.2,60,0.0,,15.3,,1015.8,,4
2026-03-07,23.0,19.0,26.8,58,0.0,,11.9,,1014.3,,3
2026-03-08,24.0,20.0,27.6,58,0.0,,11.0,,1013.1,,5
2026-03-09,24.9,21.5,28.5,58,0.0,,11.4,,1013.0,,5
2026-03-10,25.0,22.5,27.4,63,0.0,,15.2,,1015.0,,6
2026-03-11,25.0,22.1,27.7,60,0.0,,16.1,,1017.0,,6
2026-03-12,25.5,22.4,28.4,58,0.0,,12.5,,1014.9,,5
2026-03-13,27.1,23.7,31.5,47,0.0,,12.5,,1012.4,,5
2026-03-14,27.1,23.6,30.5,50,0.0,,11.6,,1012.8,,2
2026-03-15,27.9,23.0,32.4,44,0.0,,10.8,,1013.0,,2
2026-03-16,29.6,24.4,34.9,32,0.0,,11.4,,1010.1,,1
2026-03-17,29.4,26.4,32.6,34,0.0,,12.4,,1007.6,,3
2026-03-18,26.3,24.1,28.6,59,0.0,,15.4,,1009.0,,5
2026-03-19,25.6,21.4,29.5,56,0.0,,11.7,,1009.9,,3
2026-03-20,26.9,23.8,30.9,49,0.0,,16.1,,1008.7,,7
2026-03-21,26.6,24.7,28.4,53,0.0,,17.2,,1009.5,,7
2026-03-22,27.2,24.1,31.4,58,0.0,,14.0,,1011.4,,4
2026-03-23,25.3,22.7,26.8,67,11.2,,16.7,,1011.1,,6
2026-03-24,23.8,21.8,26.2,67,8.8,,18.5,,1008.8,,7
2026-03-25,23.5,22.5,25.0,73,21.0,,22.8,,1006.4,,6
2026-03-26,25.9,22.8,30.1,68,6.8,,23.3,,1007.3,,5
2026-03-27,25.2,22.9,27.7,72,21.7,,21.2,,1009.9,,6
2026-03-28,23.2,21.7,24.7,54,0.0,,23.8,,1012.1,,2
2026-03-29,23.3,21.4,25.9,45,0.0,,25.7,,1011.1,,1
2026-03-30,23.3,19.9,26.3,50,0.0,,15.1,,1010.6,,4
2026-03-31,24.0,21.1,26.9,57,2.6,,13.6,,1010.1,,6
2026-04-01,24.0,21.5,26.5,64,0.0,,17.9,,1010.6,,2
2026-04-02,23.8,21.6,26.3,57,0.0,,17.4,,1011.7,,2
2026-04-03,23.1,19.8,26.1,67,0.0,,11.9,,1011.7,,3
2026-04-04,24.0,20.1,27.4,66,0.0,,11.2,,1010.0,,5
2026-04-05,25.7,22.9,28.8,64,0.0,,11.5,,1009.9,,5
2026-04-06,25.2,22.9,27.9,58,0.0,,16.3,,1011.0,,3
2026-04-07,24.0,22.3,26.2,48,0.0,,23.2,,1012.5,,1
2026-04-08,23.8,20.5,26.7,54,0.0,,15.4,,1011.9,,2
2026-04-09,24.6,20.6,28.1,55,0.0,,12.0,,1012.0,,6
2026-04-10,25.7,23.2,28.1,54,0.0,,12.4,,1014.4,,6
2026-04-11,26.4,23.9,28.5,53,0.0,,11.4,,1015.0,,6
2026-04-12,25.2,23.8,27.1,66,0.0,,13.7,,1013.6,,7
2026-04-13,26.3,23.5,29.6,66,0.0,,12.0,,1013.2,,4
2026-04-14,25.9,22.6,28.8,64,0.0,,14.4,,1014.1,,3
2026-04-15,24.9,21.1,28.3,63,0.0,,15.4,,1011.8,,2
2026-04-16,24.3,20.4,28.0,66,0.0,,15.8,,1009.6,,2
2026-04-17,25.0,20.2,29.0,63,0.0,,13.5,,1010.0,,2
2026-04-18,27.2,21.7,31.8,56,0.0,,11.6,,1009.6,,1
